time,sample,AF3,T7,Pz,T8,AF4,marker_hardware,label,trial,state,mode
1775658073.4312,84,4238.462,4213.846,4117.436,4097.436,4176.41,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.4391,85,4237.949,4218.462,4136.923,4090.769,4137.949,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.4468,86,4246.667,4221.026,4140.0,4092.308,4150.256,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.4547,87,4262.564,4230.769,4141.538,4094.872,4218.462,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.4625,88,4250.256,4226.154,4132.308,4082.564,4218.462,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.4704,89,4203.59,4197.436,4109.744,4054.359,4153.846,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.4781,90,4205.128,4194.359,4117.949,4082.051,4148.205,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.486,91,4222.564,4218.462,4135.385,4140.513,4184.615,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.4937,92,4199.487,4224.103,4133.846,4144.103,4195.385,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5016,93,4178.974,4203.59,4131.282,4127.692,4173.333,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5095,94,4181.538,4204.615,4133.846,4145.128,4157.949,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5175,95,4183.077,4220.0,4136.41,4147.692,4162.564,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5252,96,4192.308,4207.692,4140.0,4132.308,4162.051,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5331,97,4196.41,4195.897,4130.256,4138.974,4155.897,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5408,98,4180.0,4210.769,4124.615,4141.538,4151.795,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5487,99,4173.846,4213.846,4139.487,4121.538,4151.282,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5564,100,4168.718,4197.436,4130.256,4104.615,4154.359,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5642,101,4162.051,4205.128,4116.923,4103.077,4173.846,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5719,102,4163.077,4212.308,4126.667,4093.333,4190.769,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5798,103,4153.333,4202.564,4121.538,4097.436,4192.308,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5875,104,4164.103,4229.744,4128.718,4151.795,4238.462,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.5954,105,4200.513,4247.179,4168.718,4205.641,4299.487,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6031,106,4203.077,4209.744,4168.205,4218.974,4277.949,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.611,107,4172.308,4201.026,4127.179,4208.718,4237.436,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6188,108,4166.667,4229.231,4134.359,4206.667,4285.128,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6265,109,4184.615,4215.897,4172.821,4221.538,4332.308,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6342,110,4193.846,4197.436,4171.282,4234.359,4316.923,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6421,111,4193.333,4219.487,4150.256,4227.179,4316.41,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6498,112,4181.538,4225.641,4156.923,4210.256,4314.872,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6577,113,4183.59,4215.897,4193.846,4213.333,4286.667,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6654,114,4208.718,4222.051,4213.333,4218.974,4303.077,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6734,115,4204.103,4228.718,4185.128,4203.59,4331.795,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6811,116,4176.923,4233.846,4160.0,4188.205,4314.359,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.689,117,4188.205,4237.436,4173.333,4195.385,4307.179,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.6969,118,4220.513,4239.487,4178.462,4217.436,4324.615,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7048,119,4205.641,4237.949,4152.308,4224.615,4318.462,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7127,120,4169.744,4230.769,4148.205,4219.487,4300.0,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7206,121,4183.59,4227.692,4181.538,4225.128,4301.026,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7286,122,4211.282,4233.333,4193.846,4238.462,4322.051,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7365,123,4186.154,4231.795,4167.179,4220.0,4327.179,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7442,124,4143.077,4222.051,4151.282,4169.231,4289.231,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7519,125,4141.538,4222.051,4154.872,4150.769,4253.846,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7596,126,4151.282,4226.154,4152.308,4164.615,4260.513,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7675,127,4155.897,4222.564,4158.462,4170.769,4282.051,232.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7753,0,4156.41,4225.641,4160.513,4168.718,4276.41,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7832,1,4147.692,4238.974,4152.821,4177.949,4259.487,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.7911,2,4152.821,4235.897,4162.564,4187.179,4264.615,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.799,3,4148.718,4220.513,4163.077,4157.949,4275.897,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.8067,4,4130.256,4225.128,4154.872,4128.205,4269.744,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.8146,5,4122.564,4232.308,4161.538,4139.487,4252.821,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.8223,6,4118.974,4225.641,4156.923,4148.205,4243.59,1023.0,mano_cerrada,19,mano_cerrada,movimiento_real
1775658073.8301,7,4128.718,4226.154,4157.436,4156.41,4259.487,450.0,mano_cerrada,19,mano_cerrada,movimiento_real
