experiment,model,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,balanced_acc_mean,f1_macro_mean
Todas las features,SVM RBF,0.909090909090909,0.017604469755488242,0.6909090909090908,0.0782029569731148,0.6921212121212121,0.6811264760625374
Todas las features,MLP 20-10,0.9977272727272727,0.004545454545454541,0.6636363636363637,0.14545454545454545,0.6624242424242425,0.6564729584689202
Todas las features,MLP pequeño,1.0,0.0,0.6454545454545455,0.07272727272727274,0.6433333333333333,0.6336737034894929
Todas las features,SVM linear,0.975,0.013252163397375671,0.6454545454545454,0.0727272727272727,0.6457575757575758,0.6425725182521521
Todas las features,Random Forest,1.0,0.0,0.6181818181818182,0.046354722850843494,0.6168181818181818,0.6100333460828817
Todas las features,Logistic Regression,0.95,0.032619772941834844,0.6181818181818182,0.136666330712481,0.6177272727272727,0.6118082235089908
Todas las features,KNN,0.7022727272727274,0.018181818181818216,0.5818181818181818,0.07820295697311479,0.5787878787878787,0.559219492123517
Todas las features,Dummy baseline,0.509090909090909,0.004545454545454541,0.4909090909090909,0.018181818181818188,0.5,0.32916666666666666
