T7_theta_mean,T7_mu_mean,T7_beta_mean,T8_theta_mean,T8_mu_mean,T8_beta_mean,T7_theta_std,T7_mu_std,T7_beta_std,T8_theta_std,T8_mu_std,T8_beta_std,theta_diff_T7_T8,mu_diff_T7_T8,beta_diff_T7_T8,theta_ratio_T7_T8,mu_ratio_T7_T8,beta_ratio_T7_T8,theta_asym_T7_T8,mu_asym_T7_T8,beta_asym_T7_T8,T7_mu_beta_ratio,T8_mu_beta_ratio,label,file
0.17422678463235333,0.22040654138759222,0.23227026704490894,0.2152126740344267,0.22273790375097888,0.2517094936254791,5.558357285531099e-17,8.337535928296649e-17,2.7791786427655497e-17,8.337535928296649e-17,8.337535928296649e-17,0.0,-0.04098588940207337,-0.0023313623633866576,-0.01943922658057018,0.8095563020090534,0.98953311394488,0.922771145703366,-0.1052432860551752,-0.005260953479960934,-0.040165370039420854,0.9489227127626714,0.8849006515160931,derecha,abrir-cerrar_mano_derecha.01.csv
0.12083242710577348,0.15499412392617892,0.29478992468966575,0.0898602844825862,0.16587528639021956,0.32083890228754613,1.3895893213827748e-17,2.7791786427655497e-17,5.558357285531099e-17,0.0,2.7791786427655497e-17,5.558357285531099e-17,0.030972142623187274,-0.010881162464040639,-0.026048977597880385,1.344669832227061,0.9344014889447865,0.9188097621571087,0.14700148343851674,-0.033911497248042814,-0.0423127963364793,0.5257782091147241,0.517004889486587,derecha,abrir-cerrar_mano_derecha.02.csv
0.058333266296322704,0.1202246015966828,0.16864577941977063,0.20266416541344642,0.22517686011036483,0.17750867359220643,6.947946606913874e-18,0.0,2.7791786427655497e-17,2.7791786427655497e-17,2.7791786427655497e-17,2.7791786427655497e-17,-0.1443308991171237,-0.10495225851368203,-0.008862894172435798,0.28783215473242635,0.5339118602090779,0.9500705881364279,-0.5529973710532405,-0.30385585213341915,-0.025603870871164065,0.7128823198629392,1.268539969727156,derecha,abrir-cerrar_mano_derecha.03.csv
0.149951947108931,0.12401069158346119,0.19640252460969962,0.12947658371961454,0.24820894293743023,0.15470130104569652,0.0,1.3895893213827748e-17,2.7791786427655497e-17,2.7791786427655497e-17,2.7791786427655497e-17,2.7791786427655497e-17,0.020475363389316464,-0.12419825135396904,0.041701223564003104,1.1581394196518366,0.4996221534954963,1.269559535611726,0.07327584837470104,-0.3336692546515992,0.11877176871668334,0.6314108513411045,1.6044398154073363,derecha,abrir-cerrar_mano_derecha.04.csv
0.17035435126972323,0.20109036681933837,0.2639006432981757,0.11415430530816593,0.3116532809380676,0.2712161495868353,5.558357285531099e-17,2.7791786427655497e-17,0.0,4.1687679641483245e-17,0.0,5.558357285531099e-17,0.056200045961557296,-0.11056291411872923,-0.007315506288659623,1.4923163509836854,0.6452374246203595,0.973026989616681,0.1975336872424291,-0.2156299984329397,-0.013670858865240344,0.7619926828757436,1.1490955458289553,derecha,abrir-cerrar_mano_derecha.05.csv
0.2062468804837121,0.09118239363427429,0.1527120136476858,0.16293538209830433,0.1796593936257238,0.2055414967535518,0.0,1.3895893213827748e-17,0.0,2.7791786427655497e-17,0.0,0.0,0.043311498385407765,-0.08847699999144952,-0.05282948310586599,1.2658200150847307,0.5075292013338215,0.7429740885902448,0.11731738385619753,-0.326674098630777,-0.14746396084732932,0.5970871936360204,0.8740784110390846,derecha,abrir-cerrar_mano_derecha.06.csv
0.146726428115896,0.20581699743111995,0.16769990658720976,0.10093133282275309,0.2000857281572889,0.20350468610838443,0.0,5.558357285531099e-17,5.558357285531099e-17,1.3895893213827748e-17,0.0,2.7791786427655497e-17,0.04579509529314292,0.005731269273831052,-0.03580477952117467,1.4537251166227354,1.0286440169430051,0.8240591484822276,0.18491281383812297,0.014119809430510074,-0.09645564538038966,1.2272933798633585,0.9831995623861445,derecha,abrir-cerrar_mano_derecha.13.csv
0.1425234338372812,0.056157586846514916,0.036021480562529094,0.12848709493501162,0.07105175252312358,0.0348932153620884,0.0,1.3895893213827748e-17,6.947946606913874e-18,2.7791786427655497e-17,1.3895893213827748e-17,0.0,0.014036338902269574,-0.014894165676608666,0.0011282652004406951,1.1092430941561733,0.7903757043076672,1.0323345058742133,0.05179259436129574,-0.11708389163543281,0.01591017244913973,1.5590023058327338,2.036262104916261,derecha,abrir-cerrar_mano_derecha.14.csv
0.1544646522061357,0.14269963538048308,0.19031869175138108,0.19049738732711716,0.13868531398612144,0.22318617271375776,0.0,2.7791786427655497e-17,2.7791786427655497e-17,5.558357285531099e-17,2.7791786427655497e-17,2.7791786427655497e-17,-0.03603273512098146,0.004014321394361642,-0.03286748096237668,0.8108491474079986,1.02894546646308,0.8527350996251856,-0.10445420059897938,0.014266296974073703,-0.07948511128167517,0.7497930264724894,0.6213884403587343,derecha,abrir-cerrar_mano_derecha.15.csv
0.17210867851769598,0.10758114962091027,0.1904574687690732,0.07171807608686978,0.1647174096840054,0.17453883766096315,2.7791786427655497e-17,2.7791786427655497e-17,0.0,1.3895893213827748e-17,0.0,5.558357285531099e-17,0.1003906024308262,-0.05713626006309512,0.015918631108110065,2.399794639098795,0.6531255153662219,1.0912038856761077,0.4117292151812703,-0.20982945378282483,0.0436131281099145,0.5648565250165407,0.9437292149651657,derecha,abrir-cerrar_mano_derecha.16.csv
