time,theta_rel,alpha_rel,beta_rel
0.9978570761159062,0.061395035672445364,0.09411468186830181,0.5129700371656614
1.497099656611681,0.0776160700247896,0.07241138247188296,0.5198933087359252
1.9951707469299436,0.1301268358223192,0.05601415605359174,0.49521769004333566
2.4928375435993075,0.17803819622941566,0.09534954773126193,0.37011289428246547
2.991984810680151,0.056715412368960966,0.08989062801894032,0.4212305936508231
3.4928183993324637,0.03507303796418445,0.08146545358535327,0.4203400145948821
3.995226996950805,0.010744407226670603,0.08100068847452907,0.4066161892921151
4.498545745387673,0.02247705549698822,0.1278418305158878,0.25872179787517396
5.00199496652931,0.06262509368113128,0.14387793256403472,0.38161457104971747
5.504950436763465,0.09464430658217467,0.06961496785758588,0.5030371447797739
6.006290667690337,0.04818559699305734,0.07468451338665828,0.42605360187368146
6.505974650382996,0.04132731523085502,0.04825540657327256,0.386534980814557
7.004011369310319,0.09777830026870159,0.041399252936645294,0.41784520005139647
7.50110082142055,0.053861721703152045,0.05614918614842757,0.3778084924387371
7.99927191901952,0.0599997962555384,0.0680314692788257,0.3748363655136518
8.498628173954785,0.06356470081219305,0.07190776356179389,0.40012931532348806
8.999194579198956,0.05853427628607699,0.031282680402030846,0.4179230718359688
9.501191457733512,0.06584372140524765,0.030868135464576337,0.352919144946671
10.00328208040446,0.07700694156566547,0.06820888190478852,0.3936244542040879
10.504672701470554,0.04665178883649324,0.07127861632650413,0.4000348959978862
11.006432857364416,0.039481238554821725,0.040310141797630324,0.33676568976822635
11.508127781562507,0.020855302719368377,0.013260942464203578,0.14835513107773687
12.010271141305566,0.024172794457063496,0.003097658751933493,0.04108018919396919
12.513604348525405,0.026027841332861273,0.010840243656883386,0.04661473622714606
13.017027787864208,0.0950461893168217,0.19688972049629486,0.17731826095012967
13.520485203713179,0.08611431449612546,0.4567424198240292,0.13192307749698756
14.023588323965669,0.1462714178649674,0.33570345345582825,0.14832737056798706
14.525130120106041,0.1728426841231631,0.2870934178711287,0.20267931450278953
15.02498128823936,0.18487720904627364,0.33429789546164684,0.2171054699853149
15.523183633573353,0.12213018713527012,0.21769943495268232,0.31631024109716155
16.020071136765182,0.17996145861699653,0.08623619662455995,0.3300331688209544
16.516874259337783,0.1509202297419815,0.08650279842741088,0.3034000315643947
17.013839493505657,0.05719010401411048,0.10771024953940468,0.20824842400947433
17.510872311890125,0.06337002146508211,0.20447154939086082,0.270132976714402
18.009002782404423,0.0777568423778761,0.26644919187447536,0.3669322557454233
18.5087637193501,0.04778179433122409,0.27941713947216096,0.42934586524064045
19.008951611816883,0.06018917926900094,0.15480536388016397,0.46929847188456086
19.50906879734248,0.07050907906817164,0.09072782189549222,0.39683007215738875
20.00821840018034,0.04481160979011282,0.2617953179320364,0.24867738056704866
20.506925432011485,0.08271661949329041,0.21688866167319892,0.16105083749841673
21.006753948517144,0.08145632332102214,0.15047413563028933,0.2756275546640176
21.508264493197203,0.062176654145189685,0.09768197363721355,0.3554361160867332
22.011315672658384,0.05721904557021688,0.03904918229506163,0.05976582570880292
22.514820749871433,0.06949156335242188,0.014320799322576523,0.021923983060351683
23.018293796107173,0.049289754993815146,0.009681672429084558,0.039119690403550345
23.521754344925284,0.05597473146819758,0.033206029684872254,0.2630669465804907
24.02518949843943,0.06792380464326203,0.052468945642803175,0.5962519821757053
24.528489892371,0.04222993386644806,0.13440545647023788,0.4073960677053886
25.030841453000903,0.061310424115480155,0.09312290355386221,0.36538917627218814
25.531531686894596,0.23473093398232764,0.06692990015701157,0.3588813984655744
26.030570353381336,0.2387065174565222,0.11051575985079312,0.2852233599297924
26.528050042688847,0.0958405169035086,0.07586304472527038,0.43130940581256133
27.02500902209431,0.11337489539816664,0.09868418154995202,0.4753268268519149
27.523166053928435,0.0784302488397158,0.11685223975504226,0.4552508516454051
28.02298871334642,0.04870160242338746,0.09232463995070672,0.44801515925163893
28.524495348334312,0.0606581823588633,0.06392936763404461,0.5039993390279939
29.026766841299832,0.041039726801306985,0.07028237947087132,0.5651523141520881
29.527844180352986,0.09483474162182343,0.07548709152681334,0.4127250084364341
30.027256683446467,0.1069080628396173,0.057491359118963976,0.3553250663261198
30.525009809061885,0.034039590377225086,0.12911103532440663,0.5444349851383022
31.021815666928887,0.054447043383164855,0.08121240667611421,0.5709612571104149
31.519577386789024,0.03736677487203856,0.04025620695136529,0.6074857615628438
32.01863910257816,0.026213384496752926,0.10100697829232,0.5454198952212196
32.51890355814248,0.18533254735551533,0.08795602364128013,0.1485320036335968
