Canal,Theta,Theta_rel,Alpha,Alpha_rel,Beta,Beta_rel
AF3,13764.334842397844,0.6995002327817933,794.1745115710542,0.04035976035704628,293.95726275787035,0.014938838387864159
T7,42.21685498428336,0.0957466254668789,22.346253145558236,0.05068066608259566,152.31012117469075,0.3454350195521939
Pz,31.08492552744221,0.06217003820868616,23.690350886592505,0.04738084440628314,240.35966058991323,0.48072076831934835
T8,37.986887650691756,0.2668374161297717,10.934984088175694,0.07681237079331596,33.25459484193377,0.23359560919180622
AF4,5021.340510808255,0.7152497847220939,329.4984466550525,0.04693441771754205,236.0230289729086,0.033619592277990364
