time,sample,AF3,T7,Pz,T8,AF4,marker_hardware
1774430702.6307,118,4209.744,4322.051,4171.282,4143.59,4197.949,450.0
1774430702.6386,119,4222.564,4288.718,4183.59,4150.256,4199.487,16198.0
1774430702.6464,120,4252.308,4303.59,4156.923,4172.821,4245.641,450.0
1774430702.6543,121,4262.564,4351.282,4155.385,4181.538,4266.154,450.0
1774430702.6621,122,4255.385,4326.154,4187.179,4180.0,4244.103,450.0
1774430702.6701,123,4244.103,4267.179,4168.718,4173.846,4218.974,16198.0
1774430702.6779,124,4239.487,4292.821,4135.897,4170.769,4215.385,450.0
1774430702.6858,125,4241.538,4326.154,4161.026,4162.051,4221.538,450.0
1774430702.6936,126,4247.692,4276.41,4189.744,4147.692,4229.231,450.0
1774430702.7013,127,4250.769,4252.821,4159.487,4154.872,4243.077,242.0
1774430702.7091,0,4231.282,4275.897,4126.154,4161.026,4234.359,450.0
1774430702.7168,1,4218.974,4256.923,4150.256,4152.308,4212.308,450.0
1774430702.7247,2,4242.564,4240.513,4164.103,4168.205,4224.103,16202.0
1774430702.7324,3,4244.103,4273.333,4136.923,4174.359,4231.795,450.0
1774430702.7402,4,4225.128,4271.795,4156.923,4150.769,4211.282,16173.0
1774430702.7479,5,4242.051,4225.641,4197.436,4160.0,4209.231,450.0
1774430702.7558,6,4256.923,4229.231,4180.0,4188.205,4229.744,16157.0
1774430702.7636,7,4243.077,4266.154,4165.128,4176.41,4227.692,450.0
1774430702.7714,8,4242.051,4261.026,4188.718,4161.538,4204.615,450.0
1774430702.7794,9,4257.436,4263.59,4184.103,4181.538,4213.846,16185.0
1774430702.7872,10,4243.077,4307.179,4157.436,4183.59,4244.615,450.0
1774430702.7951,11,4217.436,4304.615,4167.692,4153.333,4227.179,16203.0
1774430702.8029,12,4233.333,4279.487,4168.205,4155.897,4188.718,450.0
1774430702.8108,13,4252.821,4303.59,4141.026,4178.462,4209.231,450.0
1774430702.8186,14,4239.487,4308.718,4156.923,4165.641,4239.487,450.0
1774430702.8266,15,4227.692,4265.641,4183.077,4154.359,4213.846,16203.0
1774430702.8344,16,4229.744,4261.026,4171.795,4174.872,4203.59,0.0
1774430702.8423,17,4234.359,4277.436,4174.872,4178.462,4225.641,0.0
1774430702.8501,18,4248.718,4244.615,4185.641,4166.667,4225.128,0.0
1774430702.858,19,4257.436,4229.231,4173.846,4175.385,4220.0,0.0
1774430702.8658,20,4248.205,4264.103,4171.795,4173.333,4221.538,0.0
1774430702.8737,21,4246.667,4271.795,4188.205,4157.436,4212.821,0.0
1774430702.8817,22,4250.769,4264.615,4180.0,4169.744,4227.692,0.0
1774430702.8895,23,4234.359,4301.026,4160.0,4173.846,4239.487,0.0
1774430702.8974,24,4222.564,4323.077,4177.436,4156.923,4220.0,0.0
1774430702.9052,25,4239.487,4292.308,4188.205,4172.821,4221.026,0.0
1774430702.9131,26,4254.359,4277.436,4165.128,4190.769,4242.051,0.0
1774430702.9209,27,4252.821,4294.872,4169.744,4170.256,4234.359,0.0
1774430702.9288,28,4254.359,4278.974,4201.538,4162.564,4219.487,0.0
1774430702.9367,29,4254.872,4236.923,4187.692,4176.41,4225.641,0.0
1774430702.9446,30,4243.59,4242.051,4149.744,4168.205,4234.359,0.0
1774430702.9524,31,4245.128,4274.872,4163.59,4158.974,4232.821,0.0
1774430702.9603,32,4258.974,4273.846,4187.179,4171.282,4231.795,0.0
1774430702.9681,33,4252.821,4278.462,4161.026,4182.051,4238.974,0.0
1774430702.976,34,4246.667,4315.385,4158.462,4185.128,4243.59,0.0
1774430702.9839,35,4262.051,4315.385,4196.923,4182.564,4220.513,0.0
1774430702.9918,36,4263.077,4297.436,4188.205,4176.923,4212.821,0.0
1774430702.9996,37,4246.154,4328.205,4162.564,4186.667,4245.641,0.0
1774430703.0075,38,4250.256,4334.359,4188.205,4186.154,4240.513,0.0
1774430703.0154,39,4261.026,4296.41,4208.205,4165.641,4208.205,0.0
1774430703.0232,40,4245.641,4322.564,4173.846,4164.615,4228.718,0.0
1774430703.0311,41,4217.949,4358.462,4148.205,4162.051,4241.026,0.0
1774430703.0389,42,4218.974,4310.769,4174.872,4149.231,4205.128,0.0
1774430703.0469,43,4249.231,4298.462,4175.385,4170.256,4217.949,0.0
1774430703.0547,44,4252.308,4350.256,4144.615,4186.667,4251.795,0.0
1774430703.0626,45,4230.256,4330.769,4172.308,4166.667,4226.667,0.0
1774430703.0704,46,4234.359,4266.667,4212.308,4173.846,4206.667,0.0
1774430703.0783,47,4258.974,4269.231,4197.949,4202.564,4235.385,0.0
1774430703.0861,48,4255.385,4301.538,4183.077,4191.282,4246.154,0.0
1774430703.094,49,4233.333,4286.667,4196.923,4164.615,4206.154,0.0
1774430703.1019,50,4246.667,4264.103,4191.795,4176.41,4197.949,0.0
1774430703.1098,51,4261.538,4282.051,4161.538,4183.59,4235.897,0.0
1774430703.1176,52,4247.179,4313.846,4160.513,4164.615,4246.154,0.0
1774430703.1255,53,4244.103,4300.513,4186.154,4162.051,4224.615,0.0
1774430703.1333,54,4263.077,4268.718,4187.179,4180.513,4231.282,0.0
1774430703.1412,55,4268.718,4296.41,4178.462,4196.923,4258.974,0.0
1774430703.149,56,4257.949,4329.744,4191.282,4186.667,4243.59,0.0
1774430703.157,57,4257.436,4303.59,4213.846,4160.513,4230.769,0.0
1774430703.1648,58,4275.385,4276.923,4209.744,4175.385,4263.077,0.0
1774430703.1727,59,4282.051,4296.923,4184.615,4215.385,4285.641,0.0
1774430703.1806,60,4254.872,4321.026,4175.897,4202.051,4268.205,0.0
1774430703.1884,61,4236.41,4303.59,4176.923,4154.359,4230.256,0.0
1774430703.1963,62,4251.795,4274.359,4180.513,4152.308,4217.436,0.0
1774430703.2042,63,4269.744,4299.487,4185.641,4182.564,4246.154,0.0
1774430703.212,64,4249.231,4343.077,4186.667,4175.385,4248.205,450.0
1774430703.2199,65,4219.487,4307.179,4196.41,4135.897,4203.077,450.0
1774430703.2278,66,4244.103,4256.41,4201.538,4146.154,4203.59,16199.0
1774430703.2356,67,4273.846,4292.308,4193.333,4190.256,4249.744,450.0
1774430703.2435,68,4247.692,4343.59,4198.974,4187.179,4252.308,16179.0
1774430703.2513,69,4225.641,4306.667,4217.436,4164.615,4228.205,450.0
1774430703.2592,70,4249.231,4245.641,4214.872,4167.692,4205.641,16149.0
1774430703.2671,71,4254.872,4284.103,4183.077,4171.795,4200.513,450.0
1774430703.275,72,4235.385,4348.205,4176.41,4161.538,4236.923,450.0
1774430703.2828,73,4253.846,4311.795,4216.41,4167.692,4263.077,16182.0
1774430703.2907,74,4280.513,4259.487,4221.538,4188.205,4242.051,450.0
1774430703.2985,75,4261.026,4284.103,4177.436,4185.641,4231.795,16191.0
1774430703.3064,76,4230.769,4308.205,4172.308,4161.538,4233.333,450.0
1774430703.3143,77,4230.256,4261.026,4209.231,4148.205,4196.923,450.0
1774430703.3222,78,4254.872,4220.513,4215.897,4170.256,4199.487,450.0
1774430703.3301,79,4261.538,4262.051,4187.179,4189.744,4247.692,16191.0
1774430703.3379,80,4230.256,4310.256,4178.462,4162.051,4244.103,450.0
1774430703.3457,81,4228.205,4278.462,4189.744,4144.615,4217.436,450.0
1774430703.3536,82,4259.487,4235.897,4173.333,4172.308,4220.0,450.0
1774430703.3615,83,4250.769,4280.0,4152.821,4185.641,4231.282,16191.0
1774430703.3694,84,4231.795,4306.667,4174.872,4157.436,4225.641,450.0
1774430703.3773,85,4249.231,4242.564,4189.231,4143.077,4211.282,450.0
1774430703.3851,86,4248.718,4232.308,4158.462,4162.051,4220.513,450.0
1774430703.393,87,4222.051,4287.179,4154.872,4154.872,4233.333,16191.0
1774430703.4008,88,4225.128,4296.41,4197.436,4133.333,4212.308,450.0
1774430703.4087,89,4229.744,4285.641,4184.103,4147.179,4197.949,450.0
1774430703.4165,90,4212.821,4278.462,4143.59,4152.821,4215.897,450.0
1774430703.4245,91,4230.256,4242.051,4176.41,4141.538,4224.615,16191.0
1774430703.4323,92,4273.333,4224.103,4213.846,4164.103,4227.179,450.0
1774430703.4402,93,4272.821,4260.0,4194.872,4184.615,4237.436,450.0
1774430703.4481,94,4240.513,4275.897,4183.077,4153.333,4225.128,450.0
1774430703.4559,95,4234.359,4251.795,4196.923,4133.846,4206.154,16191.0
1774430703.4638,96,4245.128,4258.974,4191.282,4159.487,4224.103,450.0
1774430703.4718,97,4232.308,4291.282,4168.718,4162.564,4240.0,450.0
1774430703.4796,98,4217.949,4280.513,4166.667,4138.974,4225.128,450.0
1774430703.4874,99,4227.692,4257.436,4165.128,4147.179,4225.641,16191.0
1774430703.4952,100,4236.923,4304.615,4152.308,4173.333,4238.462,450.0
1774430703.5031,101,4237.436,4346.154,4166.154,4166.154,4231.282,450.0
1774430703.5109,102,4248.205,4282.564,4182.564,4156.41,4226.667,450.0
1774430703.5188,103,4242.051,4238.462,4165.641,4170.256,4233.846,16191.0
1774430703.5268,104,4221.538,4276.41,4166.667,4155.897,4222.564,450.0
1774430703.5346,105,4235.385,4273.333,4193.333,4128.718,4206.667,450.0
1774430703.5425,106,4255.385,4242.051,4185.641,4146.667,4216.41,450.0
1774430703.5503,107,4231.795,4273.846,4161.538,4157.949,4218.462,16191.0
1774430703.5582,108,4214.872,4305.641,4169.744,4130.769,4196.41,450.0
1774430703.566,109,4247.179,4301.538,4177.436,4148.718,4207.692,450.0
1774430703.5739,110,4257.949,4320.513,4156.41,4186.154,4244.615,450.0
1774430703.5818,111,4224.103,4332.308,4154.359,4155.897,4248.205,16191.0
1774430703.5897,112,4218.974,4312.821,4164.103,4130.769,4235.385,450.0
1774430703.5975,113,4246.667,4318.974,4151.282,4163.59,4240.0,450.0
1774430703.6054,114,4253.846,4340.0,4150.769,4170.769,4235.897,450.0
1774430703.6132,115,4241.026,4317.949,4167.179,4137.949,4202.051,16191.0
1774430703.6211,116,4235.385,4287.179,4173.333,4130.769,4186.667,450.0
1774430703.6289,117,4243.59,4315.897,4165.641,4156.923,4219.487,450.0
1774430703.6369,118,4246.667,4357.949,4162.564,4169.231,4253.333,450.0
1774430703.6447,119,4240.0,4343.59,4176.41,4155.897,4249.744,16191.0
1774430703.6526,120,4243.077,4307.179,4178.462,4153.333,4223.077,450.0
1774430703.6604,121,4247.179,4308.718,4162.564,4158.974,4202.564,450.0
1774430703.6683,122,4240.513,4332.821,4158.974,4142.564,4210.769,450.0
1774430703.6762,123,4240.0,4331.282,4183.59,4122.564,4232.821,16191.0
1774430703.6841,124,4264.615,4318.462,4209.744,4137.436,4241.538,450.0
1774430703.692,125,4277.949,4320.0,4198.462,4162.051,4238.974,450.0
1774430703.6998,126,4247.179,4323.59,4171.282,4160.0,4234.359,450.0
1774430703.7077,127,4230.256,4321.538,4171.795,4145.641,4235.385,242.0
1774430703.7155,0,4247.179,4323.077,4188.205,4136.41,4230.769,450.0
1774430703.7234,1,4251.282,4317.949,4189.744,4135.385,4210.769,450.0
1774430703.7312,2,4240.513,4308.718,4168.718,4147.179,4215.385,16208.0
1774430703.7392,3,4244.103,4316.41,4156.41,4150.769,4243.59,450.0
1774430703.747,4,4255.897,4331.795,4178.462,4137.949,4234.872,16164.0
1774430703.7549,5,4251.795,4304.103,4190.256,4132.821,4203.077,450.0
1774430703.7627,6,4251.795,4261.538,4180.0,4154.872,4220.513,16164.0
1774430703.7706,7,4260.513,4289.744,4177.436,4176.923,4255.385,450.0
1774430703.7784,8,4245.641,4317.436,4187.692,4164.103,4235.897,450.0
1774430703.7863,9,4235.897,4277.949,4191.282,4156.41,4224.103,16182.0
1774430703.7942,10,4255.385,4271.795,4163.59,4172.308,4257.436,450.0
1774430703.8021,11,4270.256,4309.744,4137.436,4166.154,4266.154,16195.0
1774430703.8099,12,4260.513,4306.667,4163.077,4143.077,4235.385,450.0
1774430703.8178,13,4246.154,4267.692,4195.897,4142.564,4218.974,450.0
1774430703.8257,14,4242.051,4258.974,4175.385,4154.872,4235.385,450.0
1774430703.8335,15,4241.538,4292.821,4140.0,4143.077,4245.128,16195.0
1774430703.8413,16,4241.538,4320.513,4155.385,4130.256,4230.256,0.0
1774430703.8493,17,4239.487,4282.564,4175.385,4140.0,4207.179,0.0
1774430703.8572,18,4248.205,4240.513,4152.308,4156.41,4217.436,0.0
1774430703.865,19,4261.026,4274.359,4140.0,4171.795,4259.487,0.0
1774430703.8729,20,4244.103,4294.872,4163.077,4168.718,4254.872,0.0
1774430703.8807,21,4224.103,4258.974,4174.359,4147.179,4214.359,0.0
1774430703.8885,22,4245.128,4264.103,4153.333,4149.231,4223.077,0.0
1774430703.8965,23,4246.268,4272.877,4154.074,4153.561,4228.148,0.0
1774430703.9043,24,4247.407,4281.652,4154.815,4157.892,4233.219,0.0
1774430703.9121,25,4248.547,4290.427,4155.556,4162.222,4238.291,0.0
1774430703.9199,26,4249.687,4299.202,4156.296,4166.553,4243.362,0.0
1774430703.9277,27,4250.826,4307.977,4157.037,4170.883,4248.433,0.0
1774430703.9355,28,4251.966,4316.752,4157.778,4175.214,4253.504,0.0
1774430703.9433,29,4253.105,4325.527,4158.519,4179.544,4258.575,0.0
1774430703.9512,30,4254.245,4334.302,4159.259,4183.875,4263.647,0.0
1774430703.959,31,4255.385,4343.077,4160.0,4188.205,4268.718,0.0
1774430703.9667,32,4232.308,4334.872,4158.974,4177.949,4274.359,0.0
1774430703.9745,33,4242.564,4321.538,4182.564,4158.462,4249.744,0.0
1774430703.9822,34,4257.436,4287.179,4186.154,4162.051,4222.051,0.0
1774430703.99,35,4242.564,4277.949,4162.051,4176.923,4234.872,0.0
1774430703.9977,36,4228.205,4319.487,4151.282,4168.205,4248.718,0.0
1774430704.0055,37,4252.308,4324.103,4177.436,4156.41,4242.564,0.0
1774430704.0133,38,4282.564,4297.949,4196.41,4176.41,4250.769,0.0
1774430704.0211,39,4280.0,4306.667,4184.103,4195.897,4263.59,0.0
1774430704.0288,40,4248.718,4333.333,4167.179,4177.949,4248.205,0.0
1774430704.0366,41,4227.179,4336.41,4174.359,4153.333,4228.718,0.0
1774430704.0443,42,4245.641,4307.692,4188.205,4161.538,4232.821,0.0
1774430704.0521,43,4275.385,4293.846,4171.282,4185.641,4245.128,0.0
1774430704.0599,44,4273.846,4327.692,4155.385,4185.128,4252.821,0.0
1774430704.0677,45,4256.41,4357.949,4170.256,4164.103,4250.256,0.0
1774430704.0754,46,4251.282,4327.179,4186.667,4147.179,4236.923,0.0
1774430704.0832,47,4258.462,4288.718,4189.744,4157.949,4237.436,0.0
1774430704.0909,48,4255.897,4315.897,4176.923,4179.487,4253.333,0.0
1774430704.0987,49,4233.333,4338.974,4164.103,4174.359,4249.231,0.0
1774430704.1064,50,4225.128,4297.436,4170.769,4158.462,4220.513,0.0
1774430704.1143,51,4226.667,4278.974,4157.436,4160.0,4208.205,0.0
1774430704.122,52,4217.949,4329.231,4135.897,4161.538,4215.897,0.0
1774430704.1298,53,4229.231,4342.051,4162.564,4163.59,4221.538,0.0
1774430704.1375,54,4245.641,4306.154,4180.513,4173.333,4221.026,0.0
1774430704.1452,55,4236.923,4329.231,4156.923,4170.256,4228.718,0.0
1774430704.153,56,4227.692,4365.128,4169.231,4153.846,4231.795,0.0
1774430704.1607,57,4238.462,4330.256,4199.487,4146.667,4214.359,0.0
1774430704.1686,58,4256.923,4300.513,4166.154,4156.41,4217.949,0.0
1774430704.1763,59,4256.923,4334.359,4125.128,4154.872,4241.026,0.0
1774430704.1841,60,4246.667,4354.359,4144.615,4151.282,4242.051,0.0
1774430704.1918,61,4260.513,4316.923,4167.179,4168.718,4224.615,0.0
1774430704.1996,62,4275.385,4304.103,4167.179,4175.385,4216.41,0.0
1774430704.2073,63,4254.359,4335.897,4168.205,4163.077,4221.538,0.0
1774430704.2151,64,4229.744,4352.308,4162.051,4153.333,4224.615,450.0
1774430704.2229,65,4248.205,4334.359,4168.205,4150.769,4225.641,450.0
1774430704.2307,66,4269.231,4299.487,4177.949,4159.487,4229.744,16203.0
1774430704.2384,67,4257.436,4291.795,4164.103,4176.41,4237.949,450.0
1774430704.2462,68,4248.205,4335.385,4153.846,4178.974,4237.949,16150.0
1774430704.2539,69,4245.128,4342.564,4167.692,4152.308,4214.872,450.0
1774430704.2617,70,4229.231,4281.026,4181.538,4131.282,4191.282,16175.0
1774430704.2694,71,4220.513,4287.692,4169.744,4146.667,4200.513,450.0
1774430704.2773,72,4235.385,4347.692,4152.821,4161.538,4227.179,450.0
1774430704.285,73,4248.205,4318.462,4169.744,4152.308,4236.41,16176.0
1774430704.2928,74,4254.359,4251.795,4200.0,4151.282,4224.615,450.0
1774430704.3005,75,4270.769,4266.154,4200.513,4161.026,4218.462,16183.0
1774430704.3083,76,4284.103,4322.051,4179.487,4169.231,4234.872,450.0
1774430704.316,77,4275.385,4334.359,4171.282,4180.0,4258.974,450.0
1774430704.3239,78,4257.949,4323.59,4177.949,4180.0,4263.077,450.0
1774430704.3316,79,4260.0,4323.59,4192.308,4158.462,4243.077,16183.0
1774430704.3394,80,4276.923,4314.872,4205.128,4155.897,4234.872,450.0
1774430704.3471,81,4271.795,4302.564,4191.795,4176.41,4245.641,450.0
1774430704.3549,82,4247.179,4331.282,4165.128,4185.641,4249.231,450.0
1774430704.3626,83,4246.667,4364.103,4167.179,4177.436,4248.205,16183.0
1774430704.3704,84,4266.667,4329.231,4183.59,4155.385,4238.462,450.0
1774430704.3783,85,4264.615,4291.795,4182.051,4144.615,4226.154,450.0
1774430704.386,86,4246.667,4307.179,4164.615,4166.154,4239.487,450.0
1774430704.3937,87,4233.333,4321.538,4156.41,4169.231,4249.231,16183.0
1774430704.4014,88,4230.256,4295.897,4185.641,4149.231,4223.077,450.0
1774430704.4092,89,4244.615,4267.692,4202.564,4167.692,4223.59,450.0
1774430704.4169,90,4254.872,4271.795,4175.897,4185.128,4255.897,450.0
1774430704.4247,91,4243.077,4281.538,4173.333,4158.974,4243.077,16183.0
1774430704.4325,92,4240.513,4263.59,4206.154,4142.051,4203.077,450.0
1774430704.4404,93,4260.513,4244.615,4213.846,4154.872,4211.282,450.0
1774430704.4482,94,4263.077,4284.103,4185.641,4170.769,4249.744,450.0
1774430704.4561,95,4235.897,4310.256,4168.718,4167.179,4245.641,16183.0
1774430704.4639,96,4235.385,4281.538,4180.513,4151.282,4210.256,450.0
1774430704.4718,97,4269.744,4273.846,4181.026,4156.41,4215.897,450.0
1774430704.4796,98,4284.615,4274.872,4169.744,4181.538,4243.077,450.0
1774430704.4876,99,4262.564,4261.026,4170.256,4172.821,4233.846,16183.0
1774430704.4954,100,4243.077,4277.436,4183.077,4135.385,4212.308,450.0
1774430704.5033,101,4253.846,4294.359,4181.538,4136.923,4212.308,450.0
1774430704.5111,102,4258.974,4269.231,4152.821,4157.949,4207.179,450.0
1774430704.519,103,4242.564,4268.718,4148.205,4158.974,4212.821,16183.0
1774430704.5268,104,4243.59,4293.333,4177.436,4163.59,4240.513,450.0
1774430704.5347,105,4253.846,4276.41,4165.128,4168.205,4227.692,450.0
1774430704.5426,106,4242.051,4272.308,4134.359,4158.974,4204.103,450.0
1774430704.5505,107,4236.41,4308.205,4162.564,4153.333,4220.0,16183.0
1774430704.5583,108,4255.897,4311.282,4200.513,4154.359,4225.128,450.0
1774430704.5662,109,4266.667,4296.923,4181.538,4154.872,4209.231,450.0
1774430704.574,110,4251.282,4322.051,4145.128,4157.949,4215.897,450.0
1774430704.5819,111,4230.769,4337.436,4155.385,4162.051,4235.385,16183.0
1774430704.5898,112,4232.821,4295.385,4181.538,4158.974,4228.205,450.0
1774430704.5977,113,4246.667,4250.769,4173.846,4152.308,4206.154,450.0
1774430704.6055,114,4257.436,4270.769,4155.385,4150.769,4216.923,450.0
1774430704.6134,115,4251.795,4322.051,4153.333,4144.615,4226.154,16183.0
1774430704.6212,116,4233.846,4329.231,4166.154,4132.821,4203.077,450.0
1774430704.6291,117,4245.128,4293.846,4179.487,4148.718,4200.0,450.0
1774430704.6369,118,4281.538,4265.128,4180.513,4182.051,4241.026,450.0
1774430704.6449,119,4279.487,4282.051,4162.051,4186.667,4267.179,16183.0
1774430704.6527,120,4234.872,4314.872,4153.846,4154.359,4241.026,450.0
1774430704.6606,121,4222.564,4318.462,4181.538,4129.744,4216.41,450.0
1774430704.6685,122,4256.41,4302.564,4186.154,4148.205,4220.513,450.0
1774430704.6763,123,4260.0,4309.744,4152.821,4176.41,4217.949,16183.0
1774430704.6842,124,4231.795,4334.872,4152.821,4165.128,4217.949,450.0
1774430704.692,125,4235.385,4301.026,4172.308,4136.41,4228.718,450.0
1774430704.7,126,4266.667,4245.128,4171.282,4141.026,4224.615,450.0
1774430704.7078,127,4274.872,4275.897,4158.462,4165.641,4223.077,242.0
1774430704.7157,0,4240.0,4334.359,4143.59,4163.077,4239.487,450.0
1774430704.7235,1,4227.692,4320.0,4157.436,4145.641,4235.897,450.0
1774430704.7313,2,4271.282,4278.462,4195.897,4145.128,4216.41,16195.0
1774430704.7392,3,4286.667,4272.308,4196.923,4152.821,4210.769,450.0
1774430704.7471,4,4246.667,4290.256,4158.462,4151.282,4213.333,16176.0
1774430704.755,5,4225.641,4309.744,4153.333,4146.667,4222.564,450.0
1774430704.7629,6,4250.769,4304.615,4189.231,4148.205,4233.846,16157.0
1774430704.7707,7,4265.128,4278.974,4195.385,4158.974,4232.308,450.0
1774430704.7786,8,4254.872,4279.487,4175.897,4168.205,4227.692,450.0
1774430704.7864,9,4250.256,4310.256,4180.0,4160.513,4231.282,16168.0
1774430704.7943,10,4246.667,4295.385,4192.308,4135.897,4217.436,450.0
1774430704.8021,11,4240.513,4244.103,4198.974,4128.205,4195.897,16182.0
1774430704.8101,12,4240.0,4263.59,4190.256,4155.897,4210.256,450.0
1774430704.8179,13,4245.128,4313.333,4177.949,4174.872,4234.872,450.0
1774430704.8258,14,4248.205,4282.051,4198.462,4156.923,4223.59,450.0
1774430704.8336,15,4244.103,4237.436,4212.308,4144.103,4205.128,16182.0
1774430704.8415,16,4245.641,4268.718,4194.359,4159.487,4221.026,0.0
1774430704.8494,17,4253.846,4305.128,4186.667,4167.179,4242.564,0.0
1774430704.8572,18,4256.923,4280.0,4202.051,4155.385,4228.205,0.0
1774430704.8652,19,4271.795,4260.0,4215.385,4165.128,4215.897,0.0
1774430704.873,20,4280.513,4283.077,4195.385,4188.205,4241.026,0.0
1774430704.8809,21,4250.769,4291.282,4164.615,4171.282,4233.846,0.0
1774430704.8887,22,4232.308,4257.436,4171.282,4144.615,4188.718,0.0
1774430704.8966,23,4246.154,4244.103,4187.692,4156.41,4196.41,0.0
1774430704.9044,24,4243.077,4283.077,4178.974,4173.333,4238.974,0.0
1774430704.9123,25,4231.795,4292.308,4174.872,4151.795,4222.564,0.0
1774430704.9202,26,4245.641,4269.744,4187.692,4138.462,4189.744,0.0
1774430704.9281,27,4252.821,4297.949,4191.795,4162.564,4214.359,0.0
1774430704.9359,28,4237.436,4318.974,4192.821,4162.564,4231.795,0.0
1774430704.9438,29,4236.923,4281.538,4203.077,4137.949,4206.667,0.0
1774430704.9516,30,4236.41,4282.051,4189.744,4142.051,4194.359,0.0
1774430704.9595,31,4222.564,4317.949,4175.897,4153.333,4202.564,0.0
1774430704.9674,32,4232.308,4302.564,4197.436,4153.846,4209.744,0.0
1774430704.9753,33,4252.308,4287.692,4189.744,4167.179,4212.821,0.0
1774430704.9831,34,4251.795,4311.282,4153.333,4180.0,4215.385,0.0
1774430704.991,35,4255.385,4304.615,4166.154,4169.744,4211.795,0.0
1774430704.9989,36,4261.026,4273.846,4192.308,4154.359,4201.538,0.0
1774430705.0067,37,4246.154,4279.487,4167.179,4156.41,4207.692,0.0
1774430705.0145,38,4236.41,4294.359,4153.846,4160.0,4208.205,0.0
1774430705.0225,39,4231.795,4269.744,4185.641,4147.179,4194.872,0.0
1774430705.0304,40,4234.359,4262.564,4189.231,4162.564,4217.949,0.0
1774430705.0382,41,4251.795,4305.128,4166.667,4193.846,4253.846,0.0
1774430705.0461,42,4245.641,4315.897,4173.333,4170.769,4228.718,0.0
1774430705.0539,43,4222.051,4262.564,4183.077,4140.513,4185.128,0.0
1774430705.0618,44,4230.256,4236.41,4179.487,4162.564,4197.436,0.0
1774430705.0696,45,4251.795,4288.718,4181.026,4176.923,4231.282,0.0
1774430705.0776,46,4238.974,4318.974,4192.821,4154.872,4231.795,0.0
1774430705.0854,47,4232.821,4276.41,4209.744,4157.436,4218.462,0.0
1774430705.0933,48,4254.872,4258.462,4190.769,4187.179,4223.077,0.0
1774430705.1011,49,4250.769,4288.205,4162.564,4185.641,4230.256,0.0
1774430705.109,50,4240.0,4288.205,4188.718,4166.667,4225.128,0.0
1774430705.1168,51,4265.128,4254.872,4217.436,4182.051,4221.538,0.0
1774430705.1246,52,4282.564,4262.051,4195.897,4203.59,4231.795,0.0
1774430705.1324,53,4250.256,4294.359,4183.59,4181.538,4231.795,0.0
1774430705.1403,54,4223.077,4266.667,4197.436,4148.718,4212.821,0.0
1774430705.1481,55,4245.128,4224.103,4181.026,4163.59,4224.103,0.0
1774430705.156,56,4260.513,4263.59,4154.872,4188.718,4247.692,0.0
1774430705.1639,57,4249.231,4316.923,4172.308,4183.077,4241.026,0.0
1774430705.1717,58,4253.333,4286.667,4188.205,4184.103,4234.359,0.0
1774430705.1796,59,4258.462,4257.436,4162.564,4191.282,4243.077,0.0
1774430705.1875,60,4241.026,4298.462,4163.077,4181.026,4240.513,0.0
1774430705.1954,61,4229.744,4293.333,4201.538,4171.282,4223.077,0.0
1774430705.2032,62,4239.487,4227.179,4217.436,4172.308,4215.385,0.0
1774430705.211,63,4248.205,4250.769,4213.846,4177.436,4227.179,0.0
1774430705.2189,64,4240.0,4307.692,4221.538,4174.872,4224.103,450.0
1774430705.2268,65,4230.769,4255.897,4224.615,4170.769,4206.154,450.0
1774430705.2347,66,4241.026,4215.385,4197.949,4177.949,4222.564,16202.0
1774430705.2425,67,4254.359,4274.872,4188.205,4190.769,4257.949,450.0
1774430705.2504,68,4253.846,4294.872,4218.462,4190.769,4255.385,16181.0
1774430705.2583,69,4256.923,4246.154,4223.59,4185.641,4236.923,450.0
1774430705.2661,70,4271.282,4263.077,4200.0,4199.487,4252.308,16157.0
1774430705.274,71,4257.949,4304.103,4191.282,4191.795,4256.41,450.0
1774430705.2818,72,4223.077,4279.487,4196.41,4150.769,4215.385,450.0
1774430705.2898,73,4233.846,4263.077,4187.692,4143.077,4208.718,16191.0
1774430705.2976,74,4269.231,4297.436,4168.718,4173.846,4256.923,450.0
1774430705.3054,75,4265.641,4332.308,4179.487,4194.872,4277.949,16195.0
1774430705.3131,76,4248.718,4325.641,4213.333,4188.718,4245.128,450.0
1774430705.321,77,4254.872,4277.436,4219.487,4174.872,4224.615,450.0
1774430705.3289,78,4271.795,4257.949,4195.897,4181.538,4247.692,450.0
1774430705.3368,79,4273.846,4308.205,4172.308,4196.41,4267.179,16195.0
1774430705.3447,80,4260.0,4343.077,4167.692,4183.59,4258.974,450.0
1774430705.3526,81,4259.487,4304.103,4172.821,4169.231,4243.077,450.0
1774430705.3604,82,4275.385,4269.744,4171.795,4189.744,4237.436,450.0
1774430705.3683,83,4278.974,4294.359,4164.103,4204.615,4253.333,16195.0
1774430705.3761,84,4274.872,4328.718,4161.026,4194.872,4277.436,450.0
1774430705.384,85,4291.282,4327.692,4175.897,4189.231,4289.231,450.0
1774430705.3919,86,4314.359,4289.744,4189.231,4182.051,4282.564,450.0
1774430705.3998,87,4341.026,4235.897,4196.41,4167.179,4282.564,16195.0
1774430705.4077,88,4380.0,4240.0,4208.205,4169.744,4312.821,450.0
1774430705.4155,89,4401.538,4290.769,4211.282,4173.333,4341.026,450.0
1774430705.4233,90,4411.795,4291.795,4205.641,4164.615,4345.128,450.0
