time,sample,AF3,T7,Pz,T8,AF4,marker_hardware,label,trial,state
1774525020.4912,115,4236.41,4288.718,4170.256,4182.564,4173.846,16219.0,0,3,rest
1774525020.4989,116,4228.205,4292.308,4173.333,4189.231,4193.333,450.0,0,3,rest
1774525020.5068,117,4218.974,4285.641,4178.462,4181.026,4174.872,450.0,0,3,rest
1774525020.5145,118,4222.051,4285.641,4175.385,4175.897,4160.513,450.0,0,3,rest
1774525020.5223,119,4231.282,4279.487,4168.205,4178.462,4196.41,16219.0,0,3,rest
1774525020.53,120,4241.026,4288.718,4170.256,4178.462,4216.41,450.0,0,3,rest
1774525020.5378,121,4242.564,4301.538,4167.692,4171.282,4193.333,450.0,0,3,rest
1774525020.5455,122,4226.154,4276.41,4151.282,4173.846,4182.051,450.0,0,3,rest
1774525020.5533,123,4219.487,4266.667,4154.359,4181.538,4188.205,16219.0,0,3,rest
1774525020.5611,124,4240.0,4289.744,4172.308,4176.923,4196.923,450.0,0,3,rest
1774525020.5689,125,4255.897,4284.615,4172.821,4175.385,4223.077,450.0,0,3,rest
1774525020.5766,126,4249.744,4275.897,4164.103,4180.0,4236.923,450.0,0,3,rest
1774525020.5844,127,4245.641,4291.795,4167.692,4177.436,4216.41,234.0,0,3,rest
1774525020.5921,0,4249.231,4295.385,4175.385,4170.769,4206.667,450.0,0,3,rest
1774525020.5998,1,4242.564,4286.154,4169.231,4177.949,4219.487,450.0,0,3,rest
1774525020.6077,2,4236.41,4287.692,4156.41,4186.154,4227.692,16225.0,0,3,rest
1774525020.6154,3,4237.949,4292.821,4151.282,4171.795,4227.692,450.0,0,3,rest
1774525020.6232,4,4242.051,4278.462,4159.487,4157.436,4234.359,16224.0,0,3,rest
1774525020.6309,5,4253.333,4257.436,4172.308,4164.103,4244.615,450.0,0,3,rest
1774525020.6387,6,4266.154,4268.718,4176.923,4172.308,4258.462,16203.0,0,3,rest
1774525020.6464,7,4257.436,4284.103,4172.821,4165.128,4265.128,450.0,0,3,rest
1774525020.6542,8,4236.41,4269.231,4166.154,4162.564,4257.949,450.0,0,3,rest
1774525020.662,9,4241.538,4265.128,4165.641,4172.308,4268.718,16183.0,0,3,rest
1774525020.6698,10,4263.077,4290.769,4166.667,4178.974,4288.718,450.0,0,3,rest
1774525020.6775,11,4260.513,4306.154,4166.667,4177.436,4270.256,16216.0,0,3,rest
1774525020.6853,12,4244.103,4291.795,4171.795,4175.385,4237.949,450.0,0,3,rest
1774525020.693,13,4238.974,4268.718,4174.359,4171.795,4244.615,450.0,0,3,rest
1774525020.7008,14,4232.308,4256.41,4159.487,4157.949,4261.026,450.0,0,3,rest
1774525020.7085,15,4224.103,4267.692,4143.59,4154.872,4258.974,16216.0,0,3,rest
1774525020.7164,16,4234.872,4290.256,4148.718,4170.769,4265.641,0.0,0,3,rest
1774525020.7241,17,4255.897,4293.333,4163.59,4173.333,4278.462,0.0,0,3,rest
1774525020.7319,18,4253.846,4278.462,4166.667,4169.744,4283.077,0.0,0,3,rest
1774525020.7396,19,4239.487,4269.744,4169.231,4180.513,4280.0,0.0,0,3,rest
1774525020.7474,20,4244.615,4273.333,4181.026,4178.462,4278.462,0.0,0,3,rest
1774525020.7551,21,4255.385,4276.41,4184.615,4167.179,4283.077,0.0,0,3,rest
1774525020.7629,22,4250.256,4288.718,4183.077,4177.436,4289.231,0.0,0,3,rest
1774525020.7707,23,4238.974,4297.436,4183.077,4177.949,4275.385,0.0,0,3,rest
1774525020.7784,24,4235.897,4282.051,4180.513,4161.026,4240.513,0.0,0,3,rest
1774525020.7862,25,4243.077,4275.897,4176.923,4165.128,4229.231,0.0,0,3,rest
1774525020.794,26,4261.026,4280.513,4176.41,4182.051,4251.282,0.0,0,3,rest
1774525020.8017,27,4270.769,4284.103,4172.821,4185.128,4271.282,0.0,0,3,rest
1774525020.8095,28,4262.564,4298.974,4168.718,4177.949,4274.872,0.0,0,3,rest
1774525020.8172,29,4247.692,4290.769,4165.641,4176.41,4278.974,0.0,0,3,rest
1774525020.825,30,4237.949,4248.205,4169.231,4182.564,4283.077,0.0,0,3,rest
1774525020.8328,31,4241.538,4248.718,4177.949,4175.385,4285.128,0.0,0,3,rest
1774525020.8405,32,4250.256,4283.077,4177.436,4156.923,4285.128,0.0,0,3,rest
1774525020.8483,33,4253.333,4272.821,4172.821,4155.897,4281.026,0.0,0,3,rest
1774525020.856,34,4251.795,4258.974,4180.0,4175.385,4284.615,0.0,0,3,rest
1774525020.8638,35,4252.308,4289.231,4192.308,4176.41,4295.385,0.0,0,3,rest
1774525020.8716,36,4261.026,4295.897,4195.385,4165.641,4295.897,0.0,0,3,rest
1774525020.8794,37,4269.231,4262.051,4184.103,4170.256,4286.154,0.0,0,3,rest
1774525020.8871,38,4260.0,4243.59,4173.333,4170.769,4288.205,0.0,0,3,rest
1774525020.8949,39,4244.103,4261.538,4173.333,4164.103,4298.974,0.0,0,3,rest
1774525020.9026,40,4242.051,4290.769,4174.359,4166.667,4287.179,0.0,0,3,rest
1774525020.9103,41,4242.564,4281.026,4166.667,4168.718,4266.667,0.0,0,3,rest
1774525020.9181,42,4236.41,4255.897,4174.359,4164.103,4272.821,0.0,0,3,rest
1774525020.926,43,4232.308,4277.436,4194.359,4166.667,4288.718,0.0,0,3,rest
1774525020.9337,44,4235.385,4304.103,4194.872,4177.436,4273.846,0.0,0,3,rest
1774525020.9415,45,4242.564,4274.359,4183.077,4172.308,4251.795,0.0,0,3,rest
1774525020.9492,46,4253.333,4247.692,4178.974,4155.385,4256.923,0.0,0,3,rest
1774525020.957,47,4251.795,4272.821,4166.667,4139.487,4263.077,0.0,0,3,rest
1774525020.9647,48,4243.077,4290.256,4145.128,4141.538,4249.231,0.0,0,3,rest
1774525020.9725,49,4248.718,4276.41,4144.103,4155.897,4246.154,0.0,0,3,rest
1774525020.9803,50,4265.641,4276.923,4156.41,4160.0,4266.154,0.0,0,3,rest
1774525020.9881,51,4273.846,4282.564,4151.282,4171.795,4274.872,0.0,0,3,rest
1774525020.9958,52,4272.821,4254.359,4143.59,4187.179,4267.692,0.0,0,3,rest
1774525021.0036,53,4273.333,4242.051,4164.103,4177.949,4260.0,0.0,0,3,rest
1774525021.0113,54,4275.385,4283.077,4184.615,4163.077,4246.154,0.0,0,3,rest
1774525021.019,55,4279.487,4305.128,4181.026,4167.179,4235.385,0.0,0,3,rest
1774525021.0268,56,4275.897,4290.256,4177.949,4164.615,4245.128,0.0,0,3,rest
1774525021.0346,57,4269.744,4274.359,4183.077,4152.308,4254.359,0.0,0,3,rest
1774525021.0424,58,4275.385,4268.718,4182.564,4156.41,4254.359,0.0,0,3,rest
1774525021.0502,59,4277.949,4274.359,4175.897,4166.667,4244.103,0.0,0,3,rest
1774525021.0579,60,4271.795,4271.282,4172.308,4173.333,4234.872,0.0,0,3,rest
1774525021.0656,61,4283.077,4252.821,4179.487,4182.564,4257.436,0.0,0,3,rest
1774525021.0734,62,4302.051,4256.41,4193.846,4189.744,4286.667,0.0,0,3,rest
1774525021.0811,63,4289.744,4280.0,4201.538,4185.128,4276.41,0.0,0,3,rest
1774525021.089,64,4264.615,4276.41,4195.897,4174.872,4253.846,450.0,0,3,rest
1774525021.0967,65,4258.974,4263.077,4185.128,4168.718,4251.282,450.0,0,3,rest
1774525021.1045,66,4264.103,4268.205,4181.026,4168.718,4245.641,16219.0,0,3,rest
1774525021.1122,67,4267.179,4272.308,4173.333,4176.41,4232.821,450.0,0,3,rest
1774525021.12,68,4270.769,4284.103,4160.513,4180.0,4229.231,16235.0,0,3,rest
1774525021.1277,69,4277.949,4292.821,4162.564,4179.487,4227.692,450.0,0,3,rest
1774525021.1356,70,4275.385,4278.462,4170.769,4182.051,4221.538,16202.0,0,3,rest
1774525021.1433,71,4255.385,4284.103,4162.564,4187.179,4217.949,450.0,0,3,rest
1774525021.1511,72,4244.615,4303.59,4156.41,4183.077,4228.205,450.0,0,3,rest
1774525021.1588,73,4253.333,4293.846,4170.256,4170.256,4235.385,16187.0,0,3,rest
1774525021.1666,74,4254.872,4286.154,4173.333,4169.744,4221.026,450.0,0,3,rest
1774525021.1743,75,4252.308,4307.179,4158.974,4176.41,4205.641,16211.0,0,3,rest
1774525021.182,76,4254.359,4293.846,4155.897,4175.385,4207.692,450.0,0,3,rest
1774525021.1899,77,4246.667,4265.641,4167.179,4171.282,4205.128,450.0,0,3,rest
1774525021.1977,78,4237.949,4281.026,4165.128,4167.692,4181.026,450.0,0,3,rest
1774525021.2054,79,4250.256,4297.436,4153.846,4162.051,4169.231,16211.0,0,3,rest
1774525021.2131,80,4274.359,4291.282,4162.051,4158.462,4187.179,450.0,0,3,rest
1774525021.2209,81,4283.59,4278.462,4185.641,4163.59,4197.949,450.0,0,3,rest
1774525021.2286,82,4272.821,4272.308,4192.821,4174.359,4184.103,450.0,0,3,rest
1774525021.2364,83,4260.513,4276.41,4180.513,4178.462,4160.513,16211.0,0,3,rest
1774525021.2442,84,4263.59,4265.128,4171.795,4164.615,4141.538,450.0,0,3,rest
1774525021.252,85,4265.128,4240.513,4164.615,4150.769,4145.128,450.0,0,3,rest
1774525021.2597,86,4261.538,4247.179,4155.897,4155.385,4153.333,450.0,0,3,rest
1774525021.2675,87,4267.692,4282.051,4158.974,4155.897,4143.59,16211.0,0,3,rest
1774525021.2752,88,4270.769,4277.436,4171.282,4149.231,4141.538,450.0,0,3,rest
1774525021.283,89,4261.026,4238.974,4170.256,4151.282,4147.179,450.0,0,3,rest
1774525021.2907,90,4250.769,4242.051,4153.333,4149.231,4131.795,450.0,0,3,rest
1774525021.2985,91,4255.385,4272.821,4148.718,4138.462,4128.205,16211.0,0,3,rest
1774525021.3063,92,4266.667,4265.128,4161.026,4137.949,4154.359,450.0,0,3,rest
1774525021.3141,93,4264.615,4249.744,4165.128,4143.077,4153.846,450.0,0,3,rest
1774525021.3218,94,4255.897,4280.0,4161.026,4143.077,4137.949,450.0,0,3,rest
1774525021.3295,95,4260.0,4296.41,4165.128,4142.564,4147.179,16211.0,0,3,rest
1774525021.3373,96,4256.923,4270.256,4167.179,4144.615,4136.41,450.0,0,3,rest
1774525021.3451,97,4245.641,4255.385,4162.564,4145.128,4112.308,450.0,0,3,rest
1774525021.3529,98,4251.795,4258.974,4163.59,4144.615,4125.641,450.0,0,3,rest
1774525021.3606,99,4268.718,4269.231,4171.282,4151.282,4154.872,16211.0,0,3,rest
1774525021.3684,100,4275.385,4277.949,4175.385,4158.462,4164.103,450.0,0,3,rest
1774525021.3761,101,4269.744,4264.615,4169.744,4155.897,4148.718,450.0,0,3,rest
1774525021.3839,102,4270.769,4246.154,4166.154,4148.718,4121.538,450.0,0,3,rest
1774525021.3916,103,4285.641,4263.077,4172.821,4159.487,4122.051,16211.0,0,3,rest
1774525021.3995,104,4292.308,4289.744,4172.308,4173.333,4148.205,450.0,0,3,rest
1774525021.4072,105,4270.769,4271.795,4155.385,4154.872,4142.051,450.0,0,3,rest
1774525021.415,106,4256.923,4235.897,4152.821,4143.077,4126.667,450.0,0,3,rest
1774525021.4227,107,4273.846,4256.41,4174.359,4174.359,4156.41,16211.0,0,3,rest
1774525021.4305,108,4287.179,4296.41,4187.179,4192.821,4182.051,450.0,0,3,rest
1774525021.4382,109,4283.077,4284.615,4184.615,4180.513,4163.59,450.0,0,3,rest
1774525021.446,110,4276.923,4274.359,4184.103,4184.103,4149.231,450.0,0,3,rest
1774525021.4538,111,4274.359,4302.051,4180.0,4184.103,4170.769,16211.0,0,3,rest
1774525021.4616,112,4273.846,4305.128,4167.692,4163.59,4182.051,450.0,0,3,rest
1774525021.4693,113,4278.462,4272.308,4164.615,4162.564,4166.667,450.0,0,3,rest
1774525021.4771,114,4282.564,4259.487,4165.128,4171.282,4169.744,450.0,0,3,rest
1774525021.4848,115,4277.949,4278.974,4158.462,4167.692,4193.333,16211.0,0,3,rest
1774525021.4926,116,4278.462,4294.359,4162.051,4182.051,4192.308,450.0,0,3,rest
1774525021.5003,117,4283.59,4278.974,4177.949,4195.385,4171.282,450.0,0,3,rest
1774525021.5081,118,4268.718,4258.462,4180.0,4169.231,4157.949,450.0,0,3,rest
1774525021.5159,119,4244.615,4263.077,4170.256,4150.256,4157.949,16211.0,0,3,rest
1774525021.5237,120,4251.282,4262.564,4173.333,4168.205,4171.795,450.0,0,3,rest
1774525021.5314,121,4278.462,4245.641,4180.513,4177.949,4180.513,450.0,0,3,rest
1774525021.5392,122,4277.436,4250.256,4175.385,4167.179,4166.667,450.0,0,3,rest
1774525021.5469,123,4257.949,4277.949,4168.718,4168.718,4155.897,16211.0,0,3,rest
1774525021.5546,124,4257.436,4284.103,4169.231,4162.564,4152.308,450.0,0,3,rest
1774525021.5625,125,4269.231,4271.795,4167.179,4140.0,4148.718,450.0,0,3,rest
1774525021.5702,126,4274.872,4265.128,4162.051,4145.128,4156.41,450.0,0,3,rest
1774525021.578,127,4266.154,4253.846,4159.487,4157.436,4161.026,234.0,0,3,rest
1774525021.5858,0,4248.718,4253.846,4152.308,4142.051,4143.077,450.0,0,3,rest
1774525021.5935,1,4240.0,4275.897,4150.769,4139.487,4124.103,450.0,0,3,rest
1774525021.6012,2,4244.615,4281.538,4165.128,4161.538,4126.667,16218.0,0,3,rest
1774525021.6091,3,4254.872,4272.308,4178.974,4161.026,4142.051,450.0,0,3,rest
1774525021.6168,4,4266.667,4287.179,4177.949,4154.872,4165.641,16240.0,0,3,rest
1774525021.6246,5,4271.795,4296.923,4174.872,4168.205,4180.0,450.0,0,3,rest
1774525021.6324,6,4261.538,4268.718,4175.897,4169.231,4174.359,16198.0,0,3,rest
1774525021.6401,7,4251.282,4253.333,4173.846,4152.821,4162.564,450.0,0,3,rest
1774525021.648,8,4250.256,4262.564,4180.0,4153.333,4147.692,450.0,0,3,rest
1774525021.6558,9,4247.692,4266.154,4189.744,4169.231,4137.949,16182.0,0,3,rest
1774525021.6637,10,4236.41,4268.205,4184.615,4167.179,4139.487,450.0,0,3,rest
1774525021.6715,11,4225.641,4276.923,4169.744,4147.179,4139.487,16206.0,0,3,rest
1774525021.6792,12,4227.179,4277.949,4161.538,4142.564,4127.692,450.0,0,3,rest
1774525021.687,13,4227.179,4258.974,4153.846,4145.128,4118.462,450.0,0,3,rest
1774525021.6947,14,4217.436,4243.077,4150.256,4140.513,4123.59,450.0,0,3,rest
1774525021.7025,15,4218.974,4267.692,4160.513,4151.282,4133.846,16206.0,0,3,rest
1774525021.7102,16,4228.205,4297.436,4164.615,4158.974,4142.051,0.0,0,3,rest
1774525021.7181,17,4228.205,4274.359,4162.051,4143.59,4152.308,0.0,0,3,rest
1774525021.7258,18,4230.256,4240.513,4168.718,4139.487,4171.282,0.0,0,3,rest
1774525021.7336,19,4233.333,4261.538,4181.026,4151.795,4175.897,0.0,0,3,rest
1774525021.7413,20,4222.564,4287.692,4182.564,4147.179,4145.128,0.0,0,3,rest
1774525021.7491,21,4213.333,4267.179,4167.692,4133.846,4116.923,0.0,0,3,rest
1774525021.7568,22,4216.41,4249.231,4161.538,4142.564,4126.667,0.0,0,3,rest
1774525021.7645,23,4217.949,4266.667,4171.282,4156.41,4142.051,0.0,0,3,rest
1774525021.7724,24,4222.051,4263.59,4173.846,4149.744,4136.923,0.0,0,3,rest
1774525021.7801,25,4228.718,4240.513,4167.692,4130.256,4137.436,0.0,0,3,rest
1774525021.7879,26,4236.41,4243.077,4171.282,4130.769,4150.256,0.0,0,3,rest
1774525021.7956,27,4243.077,4259.487,4179.487,4148.718,4153.846,0.0,0,3,rest
1774525021.8034,28,4237.949,4258.462,4185.641,4146.667,4144.103,0.0,0,3,rest
1774525021.8111,29,4231.795,4251.795,4183.59,4136.923,4140.513,0.0,0,3,rest
1774525021.8189,30,4235.897,4257.949,4171.795,4142.051,4140.513,0.0,0,3,rest
1774525021.8268,31,4229.744,4279.487,4161.538,4141.026,4128.718,0.0,0,3,rest
1774525021.8345,32,4215.385,4275.897,4163.077,4125.128,4120.513,0.0,0,3,rest
1774525021.8422,33,4213.846,4238.974,4171.795,4119.487,4125.128,0.0,0,3,rest
1774525021.85,34,4212.308,4240.0,4177.436,4121.538,4118.462,0.0,0,3,rest
1774525021.8577,35,4207.692,4279.487,4183.077,4117.949,4113.846,0.0,0,3,rest
1774525021.8655,36,4218.462,4279.487,4193.333,4133.846,4133.846,0.0,0,3,rest
1774525021.8733,37,4232.308,4244.103,4190.256,4152.821,4146.667,0.0,0,3,rest
1774525021.8811,38,4235.897,4234.872,4177.949,4142.051,4142.051,0.0,0,3,rest
1774525021.8888,39,4233.333,4265.641,4173.846,4128.205,4147.179,0.0,0,3,rest
1774525021.8966,40,4239.487,4280.513,4175.897,4143.077,4160.0,0.0,0,3,rest
1774525021.9043,41,4250.256,4266.154,4175.385,4165.641,4172.308,0.0,0,3,rest
1774525021.9121,42,4240.0,4263.59,4165.641,4161.026,4178.462,0.0,0,3,rest
1774525021.9198,43,4228.205,4282.051,4162.564,4142.564,4181.538,0.0,0,3,rest
1774525021.9277,44,4232.308,4293.333,4175.385,4144.103,4186.154,0.0,0,3,rest
1774525021.9354,45,4229.744,4284.615,4184.103,4160.0,4185.641,0.0,0,3,rest
1774525021.9431,46,4218.462,4277.949,4176.923,4156.923,4187.179,0.0,0,3,rest
1774525021.9509,47,4217.949,4282.051,4170.256,4136.923,4203.59,0.0,0,3,rest
1774525021.9586,48,4224.103,4272.821,4179.487,4138.462,4221.538,0.0,0,3,rest
1774525021.9664,49,4225.641,4258.974,4193.846,4148.205,4234.359,0.0,0,3,rest
1774525021.9741,50,4221.026,4282.564,4192.308,4140.0,4244.103,0.0,0,3,rest
1774525021.982,51,4211.795,4300.0,4172.821,4127.179,4237.436,0.0,0,3,rest
1774525021.9897,52,4210.769,4265.641,4162.564,4131.795,4226.154,0.0,0,3,rest
1774525021.9975,53,4216.41,4253.333,4169.744,4148.718,4246.154,0.0,0,3,rest
1774525022.0052,54,4221.026,4271.795,4176.41,4155.897,4272.821,0.0,0,3,rest
1774525022.013,55,4221.538,4267.179,4178.974,4147.179,4274.359,0.0,0,3,rest
1774525022.0207,56,4223.077,4266.154,4177.949,4145.128,4284.615,0.0,0,3,rest
1774525022.0285,57,4229.744,4271.282,4174.359,4155.385,4308.205,0.0,0,3,rest
1774525022.0363,58,4223.077,4270.256,4164.615,4156.923,4317.436,0.0,0,3,rest
1774525022.0441,59,4211.282,4285.641,4153.846,4158.462,4333.846,0.0,0,3,rest
1774525022.0518,60,4217.949,4301.538,4159.487,4166.154,4353.333,0.0,0,3,rest
1774525022.0596,61,4224.615,4293.846,4182.051,4160.513,4341.026,0.0,0,3,rest
1774525022.0673,62,4221.026,4287.692,4192.821,4152.821,4327.692,0.0,0,3,rest
1774525022.0751,63,4226.667,4291.282,4193.333,4154.872,4341.538,0.0,0,3,rest
1774525022.0828,64,4235.385,4280.513,4200.513,4160.513,4342.564,450.0,0,3,rest
1774525022.0907,65,4222.564,4261.538,4195.385,4154.359,4327.692,450.0,0,3,rest
1774525022.0984,66,4210.769,4254.359,4180.0,4151.795,4338.974,16227.0,1,3,motor_imagery_right_hand
1774525022.1061,67,4217.436,4274.359,4177.436,4164.103,4355.385,450.0,1,3,motor_imagery_right_hand
1774525022.1139,68,4216.41,4292.308,4170.769,4156.41,4333.846,16232.0,1,3,motor_imagery_right_hand
1774525022.1216,69,4206.667,4274.359,4150.769,4131.795,4314.872,450.0,1,3,motor_imagery_right_hand
1774525022.1294,70,4211.282,4251.282,4149.744,4138.974,4347.179,16206.0,1,3,motor_imagery_right_hand
1774525022.1372,71,4221.538,4263.59,4164.103,4163.59,4390.769,450.0,1,3,motor_imagery_right_hand
1774525022.145,72,4219.487,4300.0,4164.615,4163.59,4405.128,450.0,1,3,motor_imagery_right_hand
1774525022.1527,73,4215.385,4293.333,4163.59,4162.051,4396.923,16193.0,1,3,motor_imagery_right_hand
1774525022.1605,74,4222.564,4257.949,4177.436,4175.385,4372.821,450.0,1,3,motor_imagery_right_hand
1774525022.1682,75,4221.538,4268.718,4188.205,4172.821,4363.59,16205.0,1,3,motor_imagery_right_hand
1774525022.176,76,4201.026,4300.0,4185.128,4155.897,4381.026,450.0,1,3,motor_imagery_right_hand
1774525022.1838,77,4193.333,4283.59,4185.641,4152.308,4375.385,450.0,1,3,motor_imagery_right_hand
1774525022.1916,78,4207.179,4255.385,4196.41,4157.436,4336.923,450.0,1,3,motor_imagery_right_hand
1774525022.1993,79,4210.256,4280.513,4198.974,4154.872,4319.487,16205.0,1,3,motor_imagery_right_hand
1774525022.2071,80,4204.103,4312.308,4185.641,4158.462,4323.59,450.0,1,3,motor_imagery_right_hand
1774525022.2148,81,4209.744,4289.744,4180.513,4169.231,4318.462,450.0,1,3,motor_imagery_right_hand
1774525022.2225,82,4215.897,4261.538,4185.128,4168.205,4321.026,450.0,1,3,motor_imagery_right_hand
1774525022.2303,83,4216.923,4280.513,4181.538,4164.103,4335.897,16205.0,1,3,motor_imagery_right_hand
1774525022.238,84,4219.487,4306.154,4183.077,4163.59,4346.154,450.0,1,3,motor_imagery_right_hand
1774525022.2459,85,4217.949,4288.718,4193.846,4161.538,4349.231,450.0,1,3,motor_imagery_right_hand
1774525022.2537,86,4218.974,4269.231,4194.359,4175.385,4349.744,450.0,1,3,motor_imagery_right_hand
1774525022.2614,87,4226.667,4282.051,4195.897,4195.897,4357.949,16205.0,1,3,motor_imagery_right_hand
1774525022.2692,88,4230.256,4302.564,4203.077,4189.744,4374.872,450.0,1,3,motor_imagery_right_hand
1774525022.2769,89,4231.282,4289.744,4191.795,4176.923,4377.949,450.0,1,3,motor_imagery_right_hand
1774525022.2847,90,4233.333,4268.718,4175.385,4185.641,4368.718,450.0,1,3,motor_imagery_right_hand
1774525022.2924,91,4234.359,4288.205,4172.821,4194.359,4376.41,16205.0,1,3,motor_imagery_right_hand
1774525022.3002,92,4224.103,4296.923,4164.615,4175.385,4380.513,450.0,1,3,motor_imagery_right_hand
1774525022.308,93,4208.205,4271.282,4150.769,4162.051,4363.077,450.0,1,3,motor_imagery_right_hand
1774525022.3157,94,4215.385,4274.872,4156.923,4183.077,4360.513,450.0,1,3,motor_imagery_right_hand
1774525022.3235,95,4225.128,4302.051,4175.385,4187.179,4371.282,16205.0,1,3,motor_imagery_right_hand
1774525022.3312,96,4210.256,4302.564,4178.462,4163.59,4363.59,450.0,1,3,motor_imagery_right_hand
1774525022.339,97,4200.513,4285.641,4177.436,4171.282,4358.462,450.0,1,3,motor_imagery_right_hand
1774525022.3467,98,4213.333,4274.872,4182.051,4197.436,4380.0,450.0,1,3,motor_imagery_right_hand
1774525022.3546,99,4223.077,4280.513,4178.974,4191.282,4401.026,16205.0,1,3,motor_imagery_right_hand
1774525022.3624,100,4223.59,4300.513,4173.333,4185.128,4395.897,450.0,1,3,motor_imagery_right_hand
1774525022.3701,101,4223.59,4306.667,4171.282,4193.333,4378.974,450.0,1,3,motor_imagery_right_hand
1774525022.378,102,4220.513,4284.103,4167.692,4180.0,4370.769,450.0,1,3,motor_imagery_right_hand
1774525022.3858,103,4225.128,4277.949,4168.718,4161.026,4371.795,16205.0,1,3,motor_imagery_right_hand
1774525022.3936,104,4238.462,4302.564,4173.846,4161.538,4366.667,450.0,1,3,motor_imagery_right_hand
1774525022.4015,105,4232.821,4302.051,4167.692,4165.641,4345.128,450.0,1,3,motor_imagery_right_hand
1774525022.4092,106,4211.795,4273.846,4154.872,4158.974,4328.718,450.0,1,3,motor_imagery_right_hand
1774525022.417,107,4210.769,4284.615,4156.41,4168.718,4330.769,16205.0,1,3,motor_imagery_right_hand
1774525022.4247,108,4227.179,4310.256,4165.128,4189.744,4323.59,450.0,1,3,motor_imagery_right_hand
1774525022.4325,109,4234.872,4277.436,4169.231,4186.154,4316.923,450.0,1,3,motor_imagery_right_hand
1774525022.4402,110,4233.846,4252.308,4170.769,4168.718,4336.41,450.0,1,3,motor_imagery_right_hand
1774525022.448,111,4235.897,4286.667,4167.179,4165.641,4350.256,16205.0,1,3,motor_imagery_right_hand
1774525022.4558,112,4243.077,4294.359,4165.128,4167.692,4330.256,450.0,1,3,motor_imagery_right_hand
1774525022.4636,113,4247.179,4273.846,4169.231,4168.718,4311.795,450.0,1,3,motor_imagery_right_hand
1774525022.4713,114,4246.154,4283.077,4169.231,4173.333,4320.513,450.0,1,3,motor_imagery_right_hand
1774525022.4791,115,4243.077,4296.923,4166.154,4166.667,4329.744,16205.0,1,3,motor_imagery_right_hand
1774525022.4868,116,4246.154,4285.128,4174.872,4160.0,4334.359,450.0,1,3,motor_imagery_right_hand
1774525022.4946,117,4249.744,4265.641,4190.256,4163.077,4336.41,450.0,1,3,motor_imagery_right_hand
1774525022.5023,118,4241.026,4262.564,4188.718,4153.333,4329.744,450.0,1,3,motor_imagery_right_hand
1774525022.5101,119,4232.308,4270.256,4185.641,4154.359,4323.077,16205.0,1,3,motor_imagery_right_hand
1774525022.5179,120,4238.974,4261.538,4191.795,4173.846,4328.718,450.0,1,3,motor_imagery_right_hand
1774525022.5256,121,4250.256,4249.744,4186.667,4166.667,4347.692,450.0,1,3,motor_imagery_right_hand
1774525022.5334,122,4253.846,4264.103,4180.0,4146.154,4365.128,450.0,1,3,motor_imagery_right_hand
1774525022.5411,123,4257.436,4280.0,4184.615,4162.564,4367.179,16205.0,1,3,motor_imagery_right_hand
1774525022.5489,124,4262.051,4292.821,4187.692,4182.564,4351.795,450.0,1,3,motor_imagery_right_hand
1774525022.5566,125,4266.154,4313.846,4183.59,4169.744,4341.026,450.0,1,3,motor_imagery_right_hand
1774525022.5645,126,4280.0,4302.564,4182.564,4162.051,4342.564,450.0,1,3,motor_imagery_right_hand
1774525022.5722,127,4294.359,4283.077,4191.282,4181.538,4341.538,234.0,1,3,motor_imagery_right_hand
1774525022.58,0,4299.487,4301.538,4202.051,4187.692,4338.462,450.0,1,3,motor_imagery_right_hand
1774525022.5877,1,4293.846,4305.128,4201.026,4163.077,4327.179,450.0,1,3,motor_imagery_right_hand
1774525022.5955,2,4281.026,4273.333,4200.513,4148.718,4319.487,16218.0,1,3,motor_imagery_right_hand
1774525022.6032,3,4270.769,4272.308,4211.795,4162.051,4333.846,450.0,1,3,motor_imagery_right_hand
1774525022.611,4,4263.077,4292.821,4211.795,4168.205,4329.231,16240.0,1,3,motor_imagery_right_hand
1774525022.6188,5,4266.667,4276.41,4196.41,4159.487,4297.436,450.0,1,3,motor_imagery_right_hand
1774525022.6266,6,4270.256,4249.744,4185.641,4148.718,4291.795,16197.0,1,3,motor_imagery_right_hand
1774525022.6343,7,4265.641,4272.821,4188.718,4155.385,4309.231,450.0,1,3,motor_imagery_right_hand
1774525022.642,8,4266.154,4297.436,4200.513,4181.026,4306.667,450.0,1,3,motor_imagery_right_hand
1774525022.6498,9,4268.718,4266.154,4195.385,4176.41,4294.359,16183.0,1,3,motor_imagery_right_hand
1774525022.6576,10,4267.692,4250.256,4175.385,4151.282,4293.333,450.0,1,3,motor_imagery_right_hand
1774525022.6654,11,4270.769,4292.821,4177.949,4163.077,4294.359,16210.0,1,3,motor_imagery_right_hand
1774525022.6731,12,4272.821,4310.769,4196.41,4189.744,4300.0,450.0,1,3,motor_imagery_right_hand
1774525022.6809,13,4267.179,4284.615,4193.846,4184.615,4303.59,450.0,1,3,motor_imagery_right_hand
1774525022.6886,14,4267.179,4275.897,4186.667,4178.974,4309.744,450.0,1,3,motor_imagery_right_hand
1774525022.6964,15,4262.564,4288.718,4189.744,4178.974,4309.744,16210.0,1,3,motor_imagery_right_hand
1774525022.7041,16,4241.538,4286.667,4188.205,4163.59,4281.026,0.0,1,3,motor_imagery_right_hand
1774525022.7119,17,4233.333,4269.744,4183.077,4164.103,4261.538,0.0,1,3,motor_imagery_right_hand
