timestamp,AF3,T7,Pz,T8,AF4,AF3_theta,AF3_alpha,AF3_beta,T7_theta,T7_mu,T7_beta,Pz_alpha,Pz_beta,T8_theta,T8_mu,T8_beta,AF4_theta,AF4_alpha,AF4_beta
0.0,4281.538,4212.308,4194.872,4123.077,4244.103,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
7.8125,4287.692,4230.256,4201.538,4136.41,4260.0,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
15.625,4281.026,4231.282,4192.821,4138.462,4265.128,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
23.4375,4278.462,4218.462,4189.744,4143.59,4262.051,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
31.25,4280.0,4207.179,4191.795,4147.179,4261.538,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
39.0625,4272.821,4198.974,4179.487,4128.205,4255.897,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
46.875,4268.205,4197.949,4170.769,4114.872,4245.128,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
54.6875,4269.744,4200.0,4187.692,4128.205,4239.487,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
62.5,4269.744,4198.974,4198.974,4136.923,4235.385,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
70.3125,4278.974,4203.59,4200.513,4135.897,4236.923,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
78.125,4298.462,4213.846,4210.256,4143.077,4252.821,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
85.9375,4300.513,4224.615,4211.795,4151.282,4259.487,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
93.75,4278.462,4223.59,4194.359,4146.154,4241.538,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
101.5625,4257.436,4204.615,4166.154,4132.821,4223.59,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
109.375,4247.179,4192.821,4157.436,4116.41,4229.744,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
117.1875,4254.359,4213.846,4186.154,4114.359,4250.256,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
125.0,4275.897,4240.513,4221.026,4135.385,4264.615,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
132.8125,4297.436,4251.795,4234.359,4171.282,4286.667,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
140.625,4302.564,4242.564,4221.538,4187.179,4294.359,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
148.4375,4294.872,4219.487,4202.564,4174.872,4267.179,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
156.25,4290.769,4205.641,4191.795,4173.846,4249.231,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
164.0625,4278.462,4206.154,4183.59,4182.051,4254.359,0.09196243210110583,0.10207842961474842,0.35005310474553164,0.12083242710577352,0.15499412392617892,0.2947899246896657,0.14028051155487023,0.2982467345399343,0.08986028448258622,0.16587528639021967,0.3208389022875461,0.12117866424461594,0.16052441214736055,0.3205184953020024
