time,sample,AF3,T7,Pz,T8,AF4,marker_hardware,label,trial,state,mode
1775673342.1478,119,4232.821,4226.667,4115.385,4131.795,4225.641,16212.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.1556,120,4232.308,4220.0,4102.564,4139.487,4226.667,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.1633,121,4210.256,4182.564,4087.692,4126.667,4190.769,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.1711,122,4202.564,4185.128,4101.538,4121.026,4190.769,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.1788,123,4209.231,4208.205,4111.795,4129.744,4212.308,16212.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.1866,124,4204.103,4199.487,4104.103,4123.077,4197.949,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.1944,125,4182.051,4175.897,4095.897,4104.615,4177.436,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2022,126,4170.256,4173.333,4082.051,4110.256,4183.077,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2099,127,4186.154,4176.923,4090.256,4125.128,4186.154,227.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2177,0,4189.744,4179.487,4116.923,4115.385,4178.974,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2254,1,4181.026,4187.692,4108.718,4115.385,4185.641,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2331,2,4192.821,4181.026,4097.949,4134.359,4195.897,16224.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2409,3,4205.128,4191.795,4112.821,4145.128,4213.846,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2487,4,4213.333,4213.846,4119.487,4159.487,4233.333,16217.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2565,5,4203.59,4196.41,4123.59,4147.692,4211.282,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2642,6,4169.744,4191.795,4111.795,4114.359,4188.205,16212.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.272,7,4166.667,4200.513,4083.077,4115.385,4188.718,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2798,8,4166.667,4156.923,4082.564,4106.667,4155.897,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2875,9,4098.974,4113.846,4080.0,4046.154,4103.077,16210.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.2953,10,4056.41,4141.026,4060.513,4029.744,4108.718,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3031,11,4106.667,4175.897,4062.564,4088.205,4159.487,16214.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3109,12,4151.282,4146.154,4072.308,4122.564,4164.103,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3186,13,4140.513,4110.769,4086.154,4097.436,4136.41,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3263,14,4114.359,4145.641,4087.179,4078.462,4153.333,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3341,15,4118.974,4190.256,4054.872,4100.0,4195.385,16214.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3418,16,4162.564,4173.333,4071.795,4113.846,4184.615,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3496,17,4170.769,4163.077,4125.641,4085.641,4150.256,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3574,18,4131.282,4192.821,4096.41,4067.179,4171.282,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3652,19,4150.256,4194.359,4057.949,4096.41,4203.59,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3729,20,4197.949,4164.103,4101.538,4108.718,4181.026,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3806,21,4170.256,4171.795,4108.205,4084.615,4162.564,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3884,22,4141.538,4180.513,4047.692,4094.359,4183.077,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.3962,23,4169.231,4144.103,4051.795,4111.282,4173.846,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4039,24,4171.795,4137.949,4086.667,4097.949,4165.128,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4118,25,4161.026,4160.0,4066.667,4101.538,4204.615,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4195,26,4183.077,4144.103,4067.179,4111.795,4218.974,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4273,27,4204.615,4130.256,4104.615,4104.103,4212.308,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.435,28,4231.282,4155.897,4107.692,4114.872,4254.872,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4428,29,4284.615,4174.872,4097.949,4125.128,4298.974,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4505,30,4335.897,4184.615,4109.744,4103.077,4308.205,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4582,31,4376.923,4201.026,4103.59,4098.462,4342.051,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4661,32,4419.487,4205.128,4091.795,4124.615,4395.897,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4739,33,4450.769,4213.333,4107.179,4135.897,4430.769,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4816,34,4461.026,4229.744,4122.564,4132.821,4451.795,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4893,35,4464.615,4237.436,4129.231,4135.385,4463.59,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.4971,36,4469.231,4224.103,4140.0,4147.692,4460.513,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5049,37,4464.615,4212.308,4157.949,4162.051,4445.641,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5127,38,4435.897,4229.231,4158.462,4167.692,4440.0,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5205,39,4394.359,4229.231,4137.949,4151.282,4418.974,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5282,40,4369.231,4202.051,4132.308,4131.795,4368.205,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5359,41,4360.513,4200.0,4142.051,4144.615,4325.641,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5437,42,4338.974,4207.692,4135.385,4157.949,4298.974,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5514,43,4313.846,4192.821,4125.128,4158.462,4276.41,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5592,44,4304.615,4182.051,4136.923,4162.051,4260.0,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.567,45,4276.41,4189.231,4134.359,4147.179,4250.769,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5748,46,4243.59,4190.769,4116.41,4126.154,4236.41,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5825,47,4229.231,4186.154,4118.974,4116.41,4203.077,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.5903,48,4210.256,4199.487,4112.308,4112.308,4175.897,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.598,49,4202.051,4202.564,4096.923,4114.359,4173.846,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6058,50,4195.897,4181.026,4102.051,4100.513,4170.256,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6135,51,4174.359,4185.128,4097.949,4083.077,4168.718,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6214,52,4177.949,4190.769,4078.974,4097.949,4166.667,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6291,53,4186.154,4151.282,4086.154,4099.487,4127.692,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6369,54,4160.0,4147.179,4097.436,4078.974,4119.487,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6446,55,4172.821,4191.282,4085.641,4114.359,4190.256,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6523,56,4215.897,4188.205,4101.026,4140.0,4205.641,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6601,57,4210.256,4188.718,4125.641,4116.41,4172.821,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6678,58,4207.179,4213.846,4121.026,4131.282,4189.231,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6757,59,4215.385,4198.462,4114.872,4131.282,4189.744,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6834,60,4210.256,4193.846,4107.179,4103.077,4164.103,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6912,61,4209.231,4202.051,4091.795,4108.205,4153.846,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.6989,62,4191.795,4184.615,4081.026,4099.487,4145.641,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7067,63,4179.487,4186.667,4078.462,4084.615,4154.359,0.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7144,64,4197.949,4204.615,4093.846,4110.256,4163.077,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7222,65,4214.359,4207.692,4124.615,4138.462,4165.128,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.73,66,4217.949,4209.231,4134.359,4138.974,4185.128,16220.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7378,67,4221.538,4201.538,4121.026,4140.513,4192.821,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7455,68,4222.564,4178.974,4128.205,4145.128,4172.308,16208.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7533,69,4231.282,4186.667,4145.641,4149.231,4190.256,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.761,70,4247.692,4204.103,4138.974,4157.436,4223.59,16210.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7688,71,4223.59,4188.205,4122.051,4133.333,4188.205,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7766,72,4186.667,4175.897,4108.718,4108.205,4145.641,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7844,73,4204.615,4180.513,4125.128,4137.949,4163.077,16203.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7921,74,4222.564,4188.205,4156.923,4159.487,4185.641,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.7999,75,4192.308,4193.846,4136.923,4137.949,4174.359,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8076,76,4173.846,4183.077,4102.051,4136.923,4166.154,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8154,77,4177.949,4160.0,4122.051,4141.538,4157.949,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8231,78,4156.41,4176.41,4129.231,4110.769,4149.744,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8309,79,4157.436,4208.205,4083.59,4109.231,4168.205,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8387,80,4178.974,4174.872,4087.692,4107.692,4154.872,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8464,81,4153.333,4162.051,4114.359,4066.154,4137.436,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8542,82,4152.821,4204.103,4095.385,4086.154,4174.872,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8619,83,4182.051,4197.949,4092.821,4122.051,4165.641,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8697,84,4176.41,4175.897,4101.538,4111.795,4130.256,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8774,85,4189.231,4193.846,4100.513,4124.615,4162.564,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.8853,86,4214.359,4207.179,4112.308,4136.41,4188.205,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.893,87,4204.103,4205.641,4125.641,4114.872,4179.487,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9008,88,4192.821,4208.718,4131.282,4106.154,4192.308,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9085,89,4204.615,4207.179,4129.744,4117.949,4202.051,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9163,90,4210.769,4196.41,4118.974,4125.128,4181.026,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.924,91,4204.103,4190.769,4108.718,4120.0,4182.051,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9318,92,4193.333,4185.128,4090.256,4111.795,4199.487,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9396,93,4174.872,4149.744,4069.744,4103.59,4160.0,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9474,94,4156.41,4121.026,4084.615,4082.051,4102.051,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9551,95,4154.872,4160.0,4089.744,4072.821,4126.154,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9628,96,4179.487,4183.077,4071.282,4105.128,4171.282,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9706,97,4185.641,4155.897,4088.205,4117.436,4147.692,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9783,98,4174.359,4175.897,4095.385,4110.769,4146.667,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9861,99,4190.769,4199.487,4087.692,4120.513,4178.974,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673342.9939,100,4202.051,4183.077,4123.59,4121.538,4181.538,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0017,101,4212.308,4191.795,4154.359,4129.231,4192.308,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0095,102,4224.615,4203.59,4142.051,4127.692,4193.846,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0172,103,4196.41,4186.154,4104.103,4102.564,4172.308,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.025,104,4171.282,4161.026,4066.154,4099.487,4163.59,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0327,105,4180.0,4143.59,4070.256,4107.692,4156.41,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0406,106,4190.769,4161.538,4097.949,4107.179,4162.564,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0483,107,4211.282,4196.923,4108.205,4126.667,4194.359,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0561,108,4237.436,4203.077,4109.744,4136.41,4202.051,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0638,109,4230.256,4190.769,4112.308,4111.282,4185.641,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0715,110,4230.769,4196.923,4113.333,4113.333,4199.487,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0793,111,4264.103,4210.769,4135.385,4144.103,4211.795,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.087,112,4254.359,4212.308,4142.564,4132.308,4200.513,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.0948,113,4217.436,4196.41,4116.41,4109.744,4196.41,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1025,114,4223.59,4189.744,4126.154,4125.641,4201.538,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1103,115,4244.103,4195.897,4133.333,4141.026,4200.0,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1181,116,4240.513,4184.615,4120.0,4126.154,4187.179,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1258,117,4222.051,4187.179,4124.615,4109.231,4186.154,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1336,118,4206.667,4192.308,4114.359,4109.231,4196.41,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1413,119,4191.795,4172.821,4094.872,4096.41,4163.077,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1492,120,4183.59,4174.359,4102.564,4087.179,4126.667,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1569,121,4198.462,4196.41,4113.333,4106.667,4167.692,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1647,122,4204.103,4177.436,4108.718,4095.385,4196.41,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1724,123,4160.513,4142.564,4106.667,4037.949,4132.308,16206.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1802,124,4124.615,4160.0,4074.359,4038.974,4113.333,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1879,125,4168.205,4173.333,4050.769,4113.333,4165.641,450.0,mano_abierta,19,mano_abierta,movimiento_real
1775673343.1957,126,4188.205,4150.256,4078.974,4117.949,4163.077,450.0,mano_abierta,19,mano_abierta,movimiento_real
