time,sample,AF3,T7,Pz,T8,AF4,marker_hardware,label,trial,state,mode
1775674353.7346,31,4268.718,4224.103,4158.462,4154.359,4214.359,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.7424,32,4280.0,4246.154,4168.718,4163.59,4228.718,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.7503,33,4278.974,4236.923,4161.026,4149.744,4261.026,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.7582,34,4254.359,4217.949,4155.385,4120.0,4239.487,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.766,35,4251.795,4227.179,4171.282,4122.051,4207.692,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.7739,36,4256.923,4225.128,4166.667,4127.692,4201.538,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.7817,37,4245.641,4207.179,4141.026,4127.692,4198.974,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.7894,38,4235.385,4210.256,4131.282,4144.615,4193.846,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.7973,39,4226.154,4229.744,4133.333,4154.359,4195.897,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.805,40,4211.795,4223.59,4123.59,4136.923,4188.205,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8128,41,4200.0,4188.718,4104.103,4111.282,4160.513,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8205,42,4205.641,4176.923,4095.385,4106.667,4155.897,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8283,43,4218.974,4191.282,4092.308,4115.385,4181.026,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.836,44,4226.154,4205.128,4091.282,4116.41,4194.359,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8438,45,4232.308,4215.897,4104.103,4115.897,4188.205,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8516,46,4246.154,4225.641,4122.564,4130.769,4199.487,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8595,47,4264.103,4233.846,4131.795,4146.667,4212.308,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8673,48,4280.513,4238.462,4144.103,4160.513,4216.41,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8752,49,4298.462,4241.026,4160.0,4172.821,4240.513,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.883,50,4301.538,4235.897,4157.949,4160.0,4253.846,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8909,51,4295.385,4240.0,4151.282,4150.256,4247.692,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.8987,52,4295.385,4241.538,4148.718,4164.615,4237.436,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9067,53,4299.487,4237.436,4146.154,4176.41,4233.333,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9145,54,4305.128,4250.256,4144.103,4183.59,4250.256,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9224,55,4296.923,4258.462,4134.872,4178.462,4254.359,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9302,56,4281.026,4250.256,4133.333,4160.513,4230.769,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9381,57,4278.974,4245.641,4142.051,4158.974,4222.564,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9459,58,4283.077,4249.744,4143.077,4165.128,4232.821,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9538,59,4278.462,4250.256,4145.128,4154.872,4223.59,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9617,60,4281.026,4253.333,4164.103,4146.154,4224.615,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9694,61,4284.103,4253.333,4171.795,4144.103,4235.385,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9772,62,4263.59,4233.333,4154.872,4128.718,4214.359,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9849,63,4247.692,4217.949,4153.846,4125.128,4189.231,0.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674353.9927,64,4241.538,4212.308,4142.564,4126.154,4184.103,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0004,65,4203.59,4191.282,4088.205,4089.231,4164.103,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0083,66,4198.974,4199.487,4088.205,4080.513,4170.256,16222.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.016,67,4248.205,4235.897,4148.205,4124.615,4214.872,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0238,68,4244.103,4211.795,4134.872,4124.615,4205.128,16214.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0315,69,4214.359,4168.205,4085.128,4098.462,4171.795,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0394,70,4255.385,4201.538,4113.333,4132.821,4213.846,16205.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0472,71,4290.256,4240.513,4143.59,4164.615,4255.385,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0551,72,4255.897,4215.385,4121.026,4133.846,4226.667,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.063,73,4236.923,4202.564,4123.59,4123.077,4210.256,16196.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0709,74,4250.769,4220.0,4145.641,4142.564,4220.513,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0787,75,4261.026,4217.436,4146.667,4142.051,4219.487,16216.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0866,76,4269.231,4205.641,4157.436,4145.128,4226.667,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.0944,77,4263.077,4204.103,4163.59,4157.949,4228.718,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.1023,78,4254.359,4206.667,4149.744,4162.051,4224.615,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.1101,79,4253.333,4205.641,4141.026,4157.436,4229.744,16216.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.1181,80,4236.923,4202.564,4145.128,4149.231,4217.949,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.1259,81,4217.436,4193.333,4145.641,4130.256,4195.897,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.1336,82,4231.282,4190.769,4149.744,4128.205,4210.256,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.1414,83,4245.128,4188.718,4143.59,4140.513,4224.103,16216.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.1491,84,4223.59,4176.923,4116.923,4123.59,4200.513,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
1775674354.1569,85,4201.538,4179.487,4106.154,4097.949,4181.538,450.0,mano_cerrada,8,mano_cerrada,movimiento_real
